input sentence,translation
"he, father, must buy a car for john (i'm telling you).",AAA FATHER CAR TELL FOR FORMERLY ANGRY MUST AAA AREA MUST ABOUT ARRIVE FISHING AND ACT MUST
is mom sick?,THAT DIAGNOSIS POSS
"if bob studies for his literature test, he will pass it for sure.",STUDY BOB CULTURE LECTURE HERE HEARING SIT BOB STUDENT PAST+NIGHT FORMERLY PAST+NIGHT SIT BOB
mother went to the store.,TOILET GROUP/TOGETHER NEXT-TO GROUP/TOGETHER GROUP/TOGETHER
the students refuse to listen to the teacher.,HEAR/LISTEN LIST-ORDER-MIDDLE STUDENT REFUSE TOOTH/GLASS EXCUSE TOILET TOTAL_2
"to build his house, he chopped up trees.",LOOK-UP INTERCOURSE+fs-UP CHOP TOTAL TOGETHER/GO-STEADY_2 NEXT-TO HEADACHE BUILD HEADACHE
"last year, we read a lot of books.",AFTER APPLE OFTEN APPLY ASIA AUNT ALSO ACT AAA
where did john live last year?,fs- JOHN WHERE PAST PAST LAST
"really, i would have preferred a mcdonald's burger--they're better than this one was.  oh well.  ",OVER/AFTER ATTENTION-WAVE INCLUDE/INVOLVE ANY+ONE AND A-LOT ACCEPT READY AND THAT OVER/AFTER ACT THAT THAT ICL ALL-NIGHT AGAIN ACCEPT SHOULD READ REALLY ENTER ICL SOMETHING/ONE
if it's raining i'm still going outside.,LIGHTNING STRING TIE_2+FISHING BOXING BOXING ROWING OUT EVERY+THING HILL EAT+MORNING STILL
he/she will go to school if it's not canceled.,NOT-YET HAVE-TO NOT-WANT LONG-AGO NOT-MIND SCHOOL NOT WHY+NOT SCHOOL TOTAL NOT-KNOW GO-OUT CAN
those two friends dyed their hair together.,FRIENDLY LOSE THEREFORE DYE FRIEND TWO FRIEND
"no, i did use the right key. the car is broken.",IDENTIFY IMPORTANT REFUSE NIGHT SKI RIGHT INTERCOURSE+fs-UP USE ALL-NIGHT EAT+NIGHT CAR ALL-NIGHT USE
what time does mom finish work? at 2pm.,FISH FINALLY_2 WORK FINISH GREAT WISH TIME WORK-OUT CAT WISH
the teacher gave each of the students one book.,ATTENTION-WAVE WEATHER GROUP/TOGETHER OTHER OF-COURSE MOTHER GATHER SUNBATHE FATHER
john is going to the library to read a good book.,READ AAA LIGHTNING NONE/NOTHING ABOUT AREA AREA READ ACT ANGELA AREA
the student there loves chocolate but doesn't like reading.,STUCK PRESIDENT STUCK DIFFERENT TEACH+AGENT HATE LOVE LOVE LATE ACT+AGENT BUT
john bought many books.,SHORT-HEIGHT BOOK-PAGE SHORT-HEIGHT GERMANY
"if the teacher requires it, john will read the book.",READ_2 REALLY FATHER TEACHER TEAM REQUIRE GRANDFATHER BROTHER REQUIRE TEASE REASON
one of my former students told me a story about her experience when she took the sat in high school.,AAA ONE HER EXPERIENCE AUSTRALIA OTHER FOR GROUP/TOGETHER EXPERIENCE LOOK EXPERIENCE ASIA HERE AREA WHERE SAME ONE AUSTRALIA TIME AREA
"when it happens to rain, i stay home.",IDENTIFY INFORM LITTLE-BIT WHEN HOME WAIT HOMEWORK HOME STAY
"...it can create a fumble,  ",ANY+TIME ARRIVE AGE COMMUNICATE ABOUT A-LOT A-LOT ACCIDENT
john wants to sell (his/a) car.,TELL SELECT TELL TOOTH/GLASS TOOTH/GLASS WANT_2 NEXT-TO SELF TOGETHER/GO-STEADY_2 TOO
"""i am fine,"" he said.",TEAM FINALLY/SUCCEED HEADACHE HERE HEARING FINALLY_2 HEART FIND
"one well-known videotape by angela petrone stratiy, made in 1999, called ""deaf people have problems,"" shares some experiences about things that make noises, as a warning.",THAT AUSTRALIA AAA SOME JOIN ASIA CHAT IDEA THAT NOISE HAVE AREA AGAIN ABOUT HAVE DEAF ABOUT ANGELA NOISE AAA THAT AND THINK ANGRY AAA THINK ACCEPT SOME AREA ANY+ONE PEOPLE AAA AUSTRALIA DEAF RAIN ONE ONE-MONTH
"if i don't study, i am guaranteed to fail.",STUDY INFORM INCLUDE/INVOLVE TO/UNTIL IDEA PROCEED TOMORROW TOOTH/GLASS PROCEED TOTAL FAIL FAIL
"everytime i go to my uncle's house, he tends to stay inside.",EVEN GONE EVERY+fs-DAY START HOUSE INFORM HEAR+NOISE HEARING HERE TIME START GO-OUT TIME ICL STAY
who is liz's famous sister?,PING-PONG/TENNIS VARIOUS FOR WHO MANY FAMOUS LIZ
"i sat down and waited for a long time.  finally, i went in. ",INTRODUCE PRESIDENT STUDENT IDEA WAIT FINE ABOUT WAIT ALL-DAY INCLUDE/INVOLVE AND ICL ACTION FINE_2 IDENTIFY
did john read the book?  when?,THEREFORE GO-AHEAD REALIZE GO-AHEAD THEN BOOK_2 REALLY+WORK/BUSINESS
what kind of car did he buy?,KNOW-THAT HEAD-TRIP CHAT KNOW-THAT OF-COURSE WHAT+ACTION HEADACHE
how many books does john want to buy?,HOW WANT TOGETHER/GO-STEADY_2 COMPANY WANT+NEG TO/UNTIL SHOW BUY
where did the friends drive to?,FRIEND THEREFORE FRIEND EXPENSIVE DRINK THEREFORE
i found someone's book.,IDENTIFY SKI ICL IMAGINE INTRODUCE BOOK-PAGE
“the economy now is great! it`s fine.” “no! it`s really messed up now.”,GROW-UP UP-TO-NOW GROW-UP TAKE-UP THRILL/WHATS-UP FINALLY/SUCCEED FINE_2 REALIZE GREEN THRILL/WHATS-UP REASON REALLY+WORK UPSET PING-PONG/TENNIS FINE_2 REASON READ NOW NOW INTERCOURSE+fs-UP FINE_2 NOW UP-TO-NOW THRILL/WHATS-UP
"...anyway, i wrote that i wanted a burger with fries, just simple...cooked medium..",IMPORTANT AND WITH KNOW-THAT ARRIVE ABOUT ASIA ANGELA ANGRY ACTION INTERPRET IDENTIFY ASIA ARRIVE ABOUT CHAT WITH ASIA APPLE ANY ACROSS AAA AUSTRALIA
"when bob starts the fire, we will collect logs to keep it going.",WHEN WEATHER SIT COLLECT FORGET-IT TOOTH/GLASS WHERE SLEEP SLEEP CORRECT LOGS FORGET-IT TO/UNTIL COLD
"it feels like they have died, and become a zombie, disconnected from the reality of the world. they talk, but they cannot hear.",OFTEN BECOME SOME AUSTRALIA AUSTRALIA BECOME FROM ANGELA ASIA ACT HEAR FROM HEARING CANNOT AGAIN CAN CAN CAN REALLY ALSO TALK HAVE AREA NOT AAA CAN AAA
mary is a vegetarian.,ASK ANGRY A-LOT IDEA
"when it was time for his voice test, his voice didn't match the character. things weren't like they used to be and his career slumped.",WHERE AND VOICE FORMERLY TOMORROW TOGETHER/GO-STEADY_2 FOR UNDERSTAND CAREER WHERE FORMERLY BELONG FOR TOILET BETTER TO/UNTIL WAS MATCH THIS TO/UNTIL BEFORE_2 BELONG AND BELONG LITTLE-BIT AND CAR BEAUTIFUL WHEN WAS VOICE
my friends crashed the party.,AMY FRISBEE CRASHED CRASH FRIEND
"no, the car's not broken.",THEN WHY+NOT CARE NOT+MUST BREATHE CARD CAR NOTHING-AT-ALL
"i rummaged in the trunk.  i admit that it was my first time changing a tire. i know all men should know how, but unfortunately, i didn't.",ASK ALSO NONE/NOTHING ICL HEARING HEARING SHOCK NONE/NOTHING AMONG_2 KNOW+NEG HOW INFORM AND CHANGE WAIT INTERRUPT AND ICL CHAT ACT ALL-DAY INFORM HEARING ANY+ONE AND HEARING SMALL ACCEPT WAIT NOW JOIN NONE/NOTHING ANY+ONE
... on which area each would have and went ahead to start setting them up.,EACH LIGHTNING HAVE READ TOTAL THING EACH TO/UNTIL AND SET-UP THING SITUATION THING TOTAL START AREA SITUATION
i remember i was young.  it was my first book i read...,REMIND WAIT WAIT INTERRUPT LOOK FIRE REALLY FIRST-IN-LIST INTERPRET LITTLE-BIT LOOK INTERRUPT INCLUDE/INVOLVE HIT LITTLE-BIT
"if john did that to me, we would have broken it off a long time ago.",AUSTRALIA LONG-AGO AUSTRALIA AUSTRALIA SHOULD JOHN AAA THAT TIME HAVE TIME TOMORROW ACT AUSTRALIA ABOUT AREA AUSTRALIA
"if my son is born tomorrow, he will be born in 2013.",HEADACHE INVITE/HIRE HEADACHE INSURANCE/INFECTION BETTER BORN TOMORROW SON MAYBE BEACH BEACH TOMORROW STILL SKILL BORN BEACH
"mary enjoys acting, not reading.",VARY ACT+AGENT NOT-KNOW NOT-LIKE READY NOT-MIND
"does john drive mary to work? no, he usually drives amy to work.",TOGETHER/GO-STEADY_2 TOMORROW WORD HEADACHE NEXT-TO MAKE+REALLY TOTAL FIVE NEGATIVE NEXT-TO LIVE GIVE LIVE WORK HEARING
"oftentimes, people who have experience  talking on the phone, visualize what the person they're talking to might look like.",EXPLAIN ATTENTION-WAVE OFTEN OFTEN THAT TALK ONE ONE-MONTH SITUATION HEARING ONLY NONE/NOTHING OFTEN NIGHT CHAT WHAT+ACTION NIGHT SOON THAT ONE-DOLLAR EAT+NIGHT BOSTON ONLY
she talked into my ears and i didn't pay attention.,INTERNET TALK INSTITUTE INCLUDE/INVOLVE IMPORTANT INTERRUPT PAY/SPEND INHALE INTERRUPT ICL PAY IMAGINE
my friend is calling home on the video phone.,ONE ONE SITUATION FRISBEE HOME FISHING HOMEWORK HEARING ONE-MONTH
then i got back into the shower and washed up. it felt so good!,BACK IMPORTANT GOOD SOME SO-SO SHOULD LITTLE-BIT LOW/LOWER INHALE SHOW SIT SOCIAL/INTERACT SKI THEN SHOULD
john is arriving.,HAVE BOOK PING-PONG/TENNIS
...because muhammad ali has parkinson's disease...,DEAF-APPLAUSE DISAPPOINT DISGUST DISCUSS DISORDERED DISCONNECT BECAUSE USE PARTY-HARD PART MUHAMMAD MUHAMMAD ALI
"john was reading that book, what did he say it is about?",READY WHAT FORGET-IT REALLY+WORK JOHN HEAR WAIT HEADACHE WHAT HIT HEARING HERE HERE
mother bought one book yesterday.,BOOK-PAGE WEATHER ONE NONE/NOTHING+ONE NONE
which high school did you go to?,CHICAGO LONG-AGO WHIRL-TIME-PAST WHICH SCHOOL WHIRL-TIME-PAST HIGHWAY
"if it rains tomorrow when i arrive at my uncle's house, i will stay inside.",COOK/KITCHEN SIT RAIN EAT WHERE THAT INFORM STILL TOMORROW ICL HIT WHERE STAY STAY WHEN RAIN THAT ICL
the parents of the group with deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,GROUP PROCEED LOVE GROUP/TOGETHER VEGETABLE GROUP/TOGETHER GROUP GRIEF PROGRESS THROUGH SOON PARTY GET WITH GET BEACH ONE THREE GROUP THREE THROUGH SOON PROGRESS
my aunt is an expert at making blue berry pies because she grew up making them.,BLUE KNOW-THAT CHAT MAKE MEAN BLUE EAT CAN BECAUSE WOMAN EXPERT REFUSE MAKE UP-TO-NOW NONE/NOTHING BECAUSE
the study notices how the hit group thinks that the glass wasn't broken at all.,STUDY GROUP HIT ALL-NIGHT GROUP/TOGETHER GROW-UP HIT BOAT THING NOT-KNOW
"you're wrong, that is not pineapple cream cheese. i prefer lox.",INTERPRET PREFER THAN PREFER CREAM INTERNET NOT THAT IDENTIFY THAT INFORM IDENTIFY IMAGINE THAT INFORM
"the cultural interpretation is that these noises fit with anger, happiness, or various other things.",THAT VARIOUS CULTURE SITUATION BROTHER CLOSE-DOOR WITH MOTHER+FATHER CHEESE THING CHAT OTHER INTERVENTION VARIOUS FOR-FOR VACATION FOR
"sometimes he  imagines he is still boxing in the ring,",THEN MEETING INTERPRET WIN THING HEAR AGAIN ROWING HEAR+NOISE SOME
you probably wondering why i didn't report it to the police.,SIT REPORT INTERCOURSE+fs-UP GOOD/THANK-YOU HEARING IMPORTANT IDEA VISIT WONDERFUL NONE/NOTHING REPORT FORGET-IT IDEA
...i saw a bush.,ABOUT ASIA AUSTRALIA A-LOT AAA ANGRY AREA
"no, i wouldn't stop vomiting if i had pineapple cream cheese. lox only is fine with me.",FINE LOX FINISH ONLY FINE APPLE BRING CHECK INFORM NONE/NOTHING IDENTIFY STOP IDEA WITH LOX BOXING IDENTIFY PINEAPPLE FINISH INTERPRET THING
maybe john and mary will decide to work together now.,TOGETHER REALLY+WORK WORK MOTHER DECIDE MARY TOGETHER WEATHER NOW AND
"if my family adopts the puppies, i will immediately go to the pet store to buy collars, of which they have assorted colors.",THEN ICL GOOD/THANK-YOU+NIGHT MORE PAY/BUY SUNBATHE STORE GOOD/THANK-YOU INFORM MORE GOOD GOOD/THANK-YOU GOOD/THANK-YOU HAVE STORE FAMILY WHICH STILL GOOD/THANK-YOU BORE GOOD/THANK-YOU STORE STOP GOOD/THANK-YOU INTERNET
"my friend is leaving when?  uh, tomorrow.",PAY/SPEND SEND PING-PONG/TENNIS SEND KING KING CRISIS BRING GIRL+FRIEND
are the friends going out?,SCARE THEN LIGHTNING SCARE HEARING
the teacher expects john to read a lot.,AREA GROUP/TOGETHER ABOUT APPLE ARRIVE AGAIN TO/UNTIL ANGELA
he puts the cover back on and nails down each corner.,PERSON ONE THINK-OVER DOWN HELP VACATION FROM-NOW-ON EACH+ONE THINK-OVER AND DOWN
who listens to the teacher?,TOUCHDOWN TONY POINT-TO TOUGH TOILET
when jack was standing outside did he see something/someone weird?,SOMETHING/ONE DECIDE START SEE WAS THING SEE NONE/NOTHING THING JACK WAS HEADACHE
i've never seen john's car.,JOHN-STEWART NEVER NEVER SEE-SEE
who wants to play frisbee?,PLASTIC PLAY TOGETHER/GO-STEADY WANT_2 TO/UNTIL
"a doctor came in, he was new and had just joined the staff.",ASIA WAS GAME AND MUST HERE ACT ANGELA ACCEPT START AREA NEW SAME HEARING
who found the key?,FOUR-THIRTY FOUR-DAY THEREFORE LOOK-AROUND
there's no rain.,NOW NOW NOISE NONE/NOTHING+ONE NOT-LIKE
"of course, it's because l.a. is near the mexican border. ",BECOME OFFICE EVERY-YEAR THEN COUGH MEXICO/SPAIN CAUSE REPUBLICAN THEN BECOME CAN BECOME OFFICE EVERY-YEAR COURT BORN
the mother and the boy are both going to the library.,BOY MOTHER+FATHER LIGHTNING OTHER HEARING TO/UNTIL MOTHER AREA NONE/NOTHING AND TO/UNTIL
did the student's mother buy a car already?,MOTORCYCLE CAR MOTHER+FATHER AUSTRALIA AND ANGELA ASIA ACTION ANGRY CAR
it was good time.  all night i enjoyed myself.,IMPORTANT INTRODUCE IMAGINE TIME-PERIOD FOOD GOOD/THANK-YOU GOOD/THANK-YOU SHORT-HEIGHT ICL INSURANCE/INFECTION
"""i don't want to see any end zone...",IMPORTANT WANT+NEG SEE END ANY ANY+THING TOGETHER/GO-STEADY MANY END END TOMORROW WANT RESTAURANT
he removes the lid.,HEAD REMIND HEAD-TRIP HEGEMONY
"when the teacher finishes reading the magazine, he/she will read a book.",TEACHER READ AGAIN AAA BOOK WHEN NONE/NOTHING AND REALLY BRING FINE ASIA MOTHER WHEN ABOUT
it's john who will give a car to (his) father.,JOHN GIVE AGAIN DRIVE AUSTRALIA WHO ACT AAA TOGETHER/GO-STEADY AREA DRIVE CAR ACT AUSTRALIA
some woman arrived.,FRIEND SOME HUMAN
who wants to play frisbee?,PLAN TORTURE_2 WANT WANT TOGETHER/GO-STEADY_2
is that videogame easy to beat?,BEAUTIFUL EASY PING-PONG/TENNIS DIAGNOSIS WHAT THIS
...is my favorite sport.,SPORT ELITE IX WHO SPORTS # INVITE
we just sat and relaxed--aaahhh...,THOUSAND OAKLAND NOT+MUST STAND TRUST ONE-THOUSAND WEAR BILL/OWE AND ONE-THOUSAND
"next week, john is going to new york.",NEXT-TO JOHN TO/UNTIL TOMORROW TOOTH/GLASS NEXT JOHN NEXT-WEEK MEETING
"they really can do all of the options. one family can choose to use sign language, and if another family wants to use speech, that's fine.",DO-DO MOTHER+FATHER THANK-YOU CHOOSE NONE SPEECH/ORAL AND TOMORROW ALL FAMILY ONE CHOOSE TOTAL ONE AND SIGN PICK/CHOOSE WEATHER CHOOSE ALL DO-DO NONE/NOTHING+ONE CHOOSE DOG_2 CHOOSE AND TO/UNTIL CHOOSE AND GROUP/TOGETHER MOTHER+FATHER
what does my sister want for her birthday?,HERE MOTHER NOT-WANT WHAT MOTHER+FATHER WHAT WEATHER WEATHER
"i thought,""perfect!"" we pulled off and took the opportunity to eat at mcdonalds.  ",TO/UNTIL THAT INTERNET THEN THAT IDEA QUALITY TOILET TO/UNTIL ICL INTERPRET IDENTIFY IMPORTANT WEATHER INTERCOURSE+fs-UP TOTAL INTERRUPT ICL
my sister doesn`t want a headband for her birthday.,HEADBAND ENTER AAA AUSTRALIA HER AUSTRALIA AND TEACHER AREA AUSTRALIA HEADBAND
"""i think it was only a dream, or just my imagination about things.  i don't know--forget it,"" he said",AMONG_2 ACCEPT ANY+ONE ALL-NIGHT THING AGAIN INFORM ACCEPT HEAR WAIT IDENTIFY INTERRUPT INTERCOURSE+fs-UP GO-OUT FIND/FIND-OUT FORGET-IT INTERCOURSE+fs-UP SITUATION GET ACCEPT INCLUDE/INVOLVE ACT INTERNET THING THINK AGAIN ALL-NIGHT ALL-NIGHT
"if bob gives his sweetheart a rose, she will be happy.",ARRIVE ABOUT START ASIA ACTION BEACH ASIA SWEETHEART AUSTRALIA ARRIVE BEACH ACT+AGENT
sometimes deaf people share and exchange stories about what they have learned about noises. so they will be careful with subsequent situations.,SOMETHING/ONE SO-SO PRESIDENT WOW/AWFUL DEAF SO-SO STILL SOON DEAF SO-SO WOW/AWFUL WITH ABOUT HAVE THAT SOMETIMES FIND/FIND-OUT NOISE WHAT PEOPLE AND STOP ABOUT
did bob give someone roses?,AGE-TWENTY-ONE GONE SOMETHING/ONE NONE SOMETHING/ONE
"if he can't finish reading the book, then he will give it back to the teacher.",TEACHER SIT WHEN REALLY BACK SIT HEARING NONE/NOTHING THING TO/UNTIL TO/UNTIL STILL HERE DRIVE GIVE HEADACHE ARRIVE BACK TOMORROW
it is important to escape the big storm.,STOP IMPOSSIBLE NOT-WANT STOP SIT ESCAPE TOTAL RESTAURANT
"...the quarterback, who has the running back behind him.  ",LIGHTNING THEN BREATHE BRING BACKWARD_2 ANY+THING HEARING MEETING STRING FIND ROLL-ON-FLOOR-LAUGHING TAPE-RECORDING ANY+THING
i tend to commute to and from work by bicycle.,WORK ICL REALLY+WORK BICYCLE INFORM WORLD COMMUNICATE WORK REALLY+WORK INCLUDE/INVOLVE
"when my computer breaks down and i don't know what to do, i'll ask someone for help.",HUSBAND SNOW FOR-FOR KNOW KNOW ASK COMPUTER WHEN FOR-FOR BREAK KNOW ONE KNOW KNOW+NEG DOWN FOR AND ENTER KNOW+NEG SOME+ONE COMPUTER SOME+ONE
john hasn't finished reading the book yet.,REALLY FINISH LOOK THING OPEN-BOOK FIND/FIND-OUT READ ROWING FINISH
"dana was watching me.  she was mischevious, dana was--same as me growing up.  ",GROW-UP GROW GROW-UP GAME NAME HEARING THING HEARING MEAT SAME GAME GAME VIDEO-GAME ASK_2 GROUP/TOGETHER MEAN LIGHTNING THING
who sent the letter?,PREVENT CONFIDENT INTERPRET+AGENT STUDENT
should mother buy a car?,AUNT ABOUT CAR ALL-NIGHT MOTHER
john lived in chicago.,INTERNET INTELLIGIBLE JOHN INTERPRET
"they exceed normal voice ranges, which gives rise to various interpretations.",VARIOUS TOILET NORMAL INTRODUCE ANIMAL INTERCOURSE+fs-UP INTERNET WHICH NORMAL WHICH INTERCOURSE+fs-UP WHICH
"""you're going to hawaii for christmas break ?"" ""no, i'm going to hawaii for spring break.""",FISHING MORNING FOR-FOR SPRING STRING HEARING LANDSCAPING BREAK TOTAL CHRISTMAS BOXING SPRING FOR SEARCH-FOR FOR TOILET TOILET SEARCH-FOR CHRISTMAS NEXT-TO SPRING TOTAL TOMORROW BREAK+ENTER SPRING
where is the video phone that you want?,LEAVE-THERE WHEN THAN THAT WHEW/RELIEVED WHEN WHERE ALONE
he pries open each corner.,HEAD-TRIP OPEN EACH+ONE HEADACHE BEACH
i must find a gift for my mom.,FIND/FIND-OUT FOR IDENTIFY FINISH AREA SEARCH-FOR ASIA FOR
"after not studying, there's always a pop quiz.",THEN ASIA ANGRY NOT ANGELA AAA AFTER BREAK+ENTER CANNOT ASIA AREA
"for example, a styrofoam cup, when it  is peeled, is extremely noisy and loud. it sounds like fingernails scratching a chalkboard. so there is a warning not to peel styrofoam cups.",AMONG_2 NOISE TOMORROW ABOUT ACT FINISH ACCEPT TOMORROW A-LOT CHAT SEARCH-FOR NOT-CARE TO/UNTIL CHANGE HEARING SOME FINE CANNOT FINE ARRIVE ACT AMONG_2 HERE LITTLE-BIT ACROSS ACT CHAT SOMETHING/ONE WHERE HERE TO/UNTIL ACT NOISE SIT ARRIVE AGAIN
"if my friend boldly asks for directions, i am willing to drive.",DIRECT/EXPLAIN HEARING INSTITUTE THING END FOR-FOR INFORM INTERRUPT FOR IDENTIFY DRIVE TOTAL THING
"it wasn't john whose car broke down, it was mary.",JOHN MAKE-IT WAS WAS FORGET-IT WAIT WAS DOWN-THE-LIST CARE PERMIT WAS LITTLE-BIT MARY
"the deaf person said, ""sure thing"" and drove away.",REASON PICTURE UNDERSTAND REASON UNDERSTAND MISUNDERSTAND LECTURE LOVE LEAF BOSTON+PERSON LECTURE THINK-OVER
who is planning to surprise bob?,BOXING PLAY PLAID DIAGNOSIS HEARING WHO
that makes it to seem like an opportunity to do more than one.,CAN MORE LIKE MAKE THAN STORE ANGRY THAT QUALITY DO-DO ONE OPPORTUNITY LIKE
"no, mary is not a vegetarian.",AREA AUSTRALIA ACCEPT CANNOT VEGETABLE A-LOT ALL-NIGHT
"when the president leaves, i will talk with the reporter.",PREVENT INSTITUTE IDEA PRESIDENT INTERCOURSE+fs-UP IDEA IDEA TEACH+AGENT ACCIDENT TEACH+AGENT DIFFERENT
mother looks sick? how?,LOOK-LIKE LOOK-BY-EYE LOOK-FORWARD MOTORCYCLE BOTHER
and how deaf people form their voice range.,HOW FORK SERVICE PINEAPPLE PINEAPPLE fs- OFFICE SIMPLE
"so basically, i almost never went home to except for vacations or long weekends, that`s when i would commute. but, most of the time i stayed in rochester...",MOST ALMOST MOST RAIN LONG OFTEN MAJOR THAT WHERE JOIN IDEA SO-SO TO/UNTIL MOST ALMOST TO/UNTIL ALMOST START TIME FOR-FOR THAT HOME ALMOST START FOR SOON ACCEPT FOR TO/UNTIL LONG FOR OFTEN HOME SO-SO MOST FOR
i have an older sister.,IMAGINE SISTER ORDER HAVE OLD
"(the teacher) regularly watches him,  encouraging him to read.",READY WATER+DCL LIGHTNING TOGETHER/GO-STEADY_2 BOXING REASON TEACHER LIGHTNING TOILET LIGHTNING TEACHER REALLY+WORK
did mother go to the store?,MOTHER GRANDFATHER LONG-AGO TEACHER HAVE-TO TORTURE_2
"wow, he/she left fast.",OFTEN FAST_2 FOR FAST FAST_2 DCL FAST_2
father is currently mowing the lawn.,WEATHER BOTHER TEACHER HEARING BOXING BOTHER
why do you have to use the video phone? can't you text?,BECAUSE ATTENTION-WAVE TO/UNTIL CANCEL/CRITICIZE DOCTOR VIDEO-GAME WHY CAN VIDEO-GAME DOG CANCEL/CRITICIZE WHY+NOT TOMORROW HAVE THEN
mother gave john chocolate yesterday.,MOTORCYCLE CELEBRATE YES FATHER CELEBRATE
i'm working.,BUT WORLD FINE WORLD
"if i don't have a book to read, i get bored.",ARRIVE TOGETHER/GO-STEADY ALSO READ AND ACT AUSTRALIA ACT BORE LOOK ANGELA LOOK AUSTRALIA ANGELA
who is sick?,SICK/SILLY NOW WHOLE
how many books will john buy?,GERMANY COMPANY BUY BOOK MANY ILL
he married that woman and lived happily ever after.,HEADACHE HELP AND THAT NEVER WOMAN HEADACHE HEAR EVER
my sister wants a headband for her birthday.,FOR OTHER ASIA MOTHER FOR-FOR SISTER ANGELA HEAR
"they didn't care about money: back in the 50s and 60s, football...",COMPARE INSTITUTE NOT-CARE INTERCOURSE+fs-UP AGAIN AND BACK INHALE EXPLAIN FOOD RAIN FOOTBALL THEN BACK INTERPRET+AGENT INTERPRET AGAIN OUT BACK INCREASE COMPARE FOOTBALL
"then interpreter informed me that my ""inhale to avoid cough"" sounded like a sigh.",AAA SAME AUSTRALIA NAME ENTER TOMORROW AAA ALSO TIME TIME ASIA THEN ACT ARRIVE ANGELA ENTER
my sister went water tubing.,DIFFERENT AFTER ROCHESTER REPORTER WATER+DCL
"no, i don't have a car.",INTERCOURSE+fs-UP INTERCOURSE+fs-UP IDENTIFY INTERCOURSE+fs-UP AAA AAA ASIA ACCEPT ASIA
