input sentence,translation
mother went to the store.,MOTHER TO/UNTIL MOTORCYCLE TOGETHER/GO-STEADY FATHER
the students refuse to listen to the teacher.,LISTEN HEAR/LISTEN LISTEN TO/UNTIL TOGETHER/GO-STEADY EXCUSE REFUSE TOTAL_2
"to build his house, he chopped up trees.",TOGETHER/GO-STEADY_2 THIS BUILD HEADACHE NEXT-TO UP-TO-NOW TOOTH/GLASS UPSET HEARING
"last year, we read a lot of books.",CHINA OF-COURSE ACT LAST AUSTRALIA ALSO LAST ABOUT REALLY
where did john live last year?,ARRIVE TWENTY-FIVE NEGATIVE DRIVE LIVE YEAR
"really, i would have preferred a mcdonald's burger--they're better than this one was.  oh well.  ",SOMETHING/ONE AUNT OVER/AFTER ICL WATER ICL WATER INCLUDE/INVOLVE ANGRY ALSO A-LOT INFORM AND ALSO INCLUDE/INVOLVE NONE ALSO ABOUT THAT SOMETHING/ONE SHOULD THINK REALLY AFRAID
if it's raining i'm still going outside.,MEETING TIE_2+FISHING THING BILL STILL SKILL ANY+THING BOXING RAIN WYOMING ROWING
he/she will go to school if it's not canceled.,CANCEL/CRITICIZE CANCEL/CRITICIZE SCHOOL NOT NOT GO-OUT CANCEL/CRITICIZE SCHOOL NOT-WANT TOILET STILL NOT-YET STILL
those two friends dyed their hair together.,THOUSAND TWO-HUNDRED FEW/CLOSE FRISBEE TOGETHER/GO-STEADY THEREFORE LOSE
"no, i did use the right key. the car is broken.",CAR INFORM CAR ALL-NIGHT IDEA PAST+NIGHT USE INTERPRET USE CAR IDEA KEY USE_2
what time does mom finish work? at 2pm.,ATTENTION-WAVE FIND/FIND-OUT FINALLY_2 CAT FINALLY/SUCCEED FINISH FIND ANY+TIME EAT ATTENTION-WAVE
the teacher gave each of the students one book.,ATTENTION-WAVE TEACHER TEACHER STUDY BROTHER MOTHER TEACH+AGENT BOOK ONE
john is going to the library to read a good book.,JOHN ABOUT JOHN READ ANGELA TOGETHER/GO-STEADY REALLY+WORK AAA READ READ AGAIN
the student there loves chocolate but doesn't like reading.,BUT CHOCOLATE PRESIDENT LOVE DIFFERENT LATE REALLY+WORK/BUSINESS REALLY EVERY-MONTH/RENT READY WHERE
john bought many books.,RIGHT MANAGE/CONTROL MAN MAN
"if the teacher requires it, john will read the book.",READ_2 READ REQUEST TEACHER JOHN TEAM STILL TEACHER JOHN TEACH+AGENT TEACHER
one of my former students told me a story about her experience when she took the sat in high school.,THEN WHEN ABOUT SAT ANGELA BOOK STORY ANGELA AREA ANGELA WHERE ANGELA SAT AUSTRALIA EXPERIENCE ABOUT ABOUT TIME WHERE AAA
"when it happens to rain, i stay home.",WAIT TO/UNTIL HIT STAY IDENTIFY HIT HOME START TOTAL
"...it can create a fumble,  ",ALSO ANYWAY/NOT-MATTER UMBRELLA ALWAYS ABOUT CHOCOLATE COMMUNICATE ALL-NIGHT
john wants to sell (his/a) car.,JOHN TELL JOHN WANT JOHN TOTAL JOHN WANT_3 ADD-TO WANT+NEG
"""i am fine,"" he said.",HEAR+NOISE HELP AMONG_2 FINE_2 FIND/FIND-OUT HEARING FINISH FINE_2
"one well-known videotape by angela petrone stratiy, made in 1999, called ""deaf people have problems,"" shares some experiences about things that make noises, as a warning.",SOME ONE ALSO PEOPLE AAA EACH+ONE VIDEOTAPE PROCEED ABOUT VIDEOTAPE HAVE ASIA HAVE AND DEAF ANGELA VIDEO-GAME DEAF HOME A-LOT ONE ASIA ANGRY ONE ABOUT AUSTRALIA ABOUT ONE ONE ALSO THINK THAT ASIA THAT AREA AUSTRALIA AAA
"if i don't study, i am guaranteed to fail.",STUCK INTERCOURSE+fs-UP INTRODUCE IMPORTANT NEXT-TO INTERNET AMONG_2 INTERPRET GUARANTEE INCLUDE/INVOLVE SCREAM TOILET
"everytime i go to my uncle's house, he tends to stay inside.",LONG-AGO TIME HOUSE HOUSE TEND STAY START GOOD STAR+BOMB HOUSE TIME HOUSE HEARING EVERY-YEAR HEADACHE
who is liz's famous sister?,LIZ ENNIS WHO FAMILY FAMOUS CURIOUS DIAGNOSIS
"i sat down and waited for a long time.  finally, i went in. ",ARRIVE INSTITUTE FIND/FIND-OUT ACCEPT BREAK-DOWN FINE DIFFERENT ACCEPT BREAK-DOWN IDEA IDEA ACCEPT AGAIN FIND/FIND-OUT ACCEPT
did john read the book?  when?,BOOK_2 READY SPREAD BOOK-PAGE THEN SPREAD SPREAD
what kind of car did he buy?,KING THAT KING WHAT KING REMIND CARE
how many books does john want to buy?,IMPORTANT WANT_2 MANY MANY SHOW HOW HOW-MANY TOGETHER/GO-STEADY_2
where did the friends drive to?,ANY+WHERE LIVE WHEN FRISBEE THEN GIVE
i found someone's book.,IOWA INVITE/HIRE INSTITUTE INTERNET INCLUDE/INVOLVE ICL
“the economy now is great! it`s fine.” “no! it`s really messed up now.”,FINALLY/SUCCEED LOOK-UP NOW PING-PONG/TENNIS SNOW FINISH TAKE-UP NOW FINE NOT-KNOW THRILL/WHATS-UP NOW REALLY SET-UP KNOW NOW UPSET FINISH NOW UPSET READY REALLY REALLY+WORK REALLY
"...anyway, i wrote that i wanted a burger with fries, just simple...cooked medium..",WITH ATTENTION-WAVE ALSO AUSTRALIA THAT ASIA AAA AUSTRALIA AREA ANGRY ACCEPT ABOUT AUSTRALIA ACCEPT AND ASIA AUNT ANY+ONE AGAIN ANGELA THAT AUSTRALIA ALL-NIGHT
"when bob starts the fire, we will collect logs to keep it going.",TO/UNTIL COLLEGE WAIT LOGS WHEN WHEN WHEN WHERE HIT LOGS TO/UNTIL COLLEGE WHEN HIT
"it feels like they have died, and become a zombie, disconnected from the reality of the world. they talk, but they cannot hear.",HAVE HEARING FROM AAA AAA AREA NOT BECOME FROM AREA AAA AUSTRALIA ABOUT AND AAA BUT ANGELA FROM AND AUSTRALIA LIKE ANGELA BECOME HAVE AND ASIA ABOUT
mary is a vegetarian.,ANGELA ANGELA AND AFRAID
"when it was time for his voice test, his voice didn't match the character. things weren't like they used to be and his career slumped.",BECAUSE TIME CAREER FOR-FOR WAS FOR TOTAL VOICE WHEN TIME WAS WHEN MATCH TIME SIT FOR-FOR BELONG FOR-FOR FOR VOICE TIME SIT LIKE FOR FOR-FOR MATCH WAS MATCH LIKE AND BELONG
my friends crashed the party.,CRASHED FRISBEE CRACK PARTY-HARD THEN
"no, the car's not broken.",SUNBATHE WHY+NOT NOTHING-AT-ALL NOT+MUST NOTHING-AT-ALL CANNOT NOT CARE
"i rummaged in the trunk.  i admit that it was my first time changing a tire. i know all men should know how, but unfortunately, i didn't.",A-LOT RAIN SHOW FOOTBALL ALSO NOW ABOUT ACT INCLUDE/INVOLVE NOW SMALL JOIN ICL HIT ICL INCLUDE/INVOLVE CHAT A-LOT ABOUT HOW SIT SIT INCLUDE/INVOLVE IDEA ARRIVE AND ACCEPT THING KNOW+NEG ICL NONE/NOTHING AMONG_2 HOW
... on which area each would have and went ahead to start setting them up.,ATTENTION-WAVE BOSTON EACH AND PERSON TEACH+AGENT TEACH+AGENT AREA STAY TO/UNTIL SOON HEARING AREA PERSON SITUATION START START
i remember i was young.  it was my first book i read...,INCLUDE/INVOLVE FIRE SIT FIRE READY REALLY+WORK IDENTIFY INTERPRET REALLY+WORK INCLUDE/INVOLVE HIT FIRE HIT REALLY+WORK IDENTIFY
"if john did that to me, we would have broken it off a long time ago.",ASIA CHAT TIME LONG TOMORROW ARRIVE AUSTRALIA AND ASIA SHOULD TIME ARRIVE THAT AAA THAT ARRIVE AUSTRALIA
"if my son is born tomorrow, he will be born in 2013.",RAIN SON IX HEAR SON WIN INTERRUPT INTERCOURSE+fs-UP BORE MAYBE INTERPRET AGAIN BECOME HEAR BORN BECOME
"mary enjoys acting, not reading.",MARY ENJOY ACT ENJOY REALLY+WORK NOT-CARE
"does john drive mary to work? no, he usually drives amy to work.",DRIVE HEADACHE HEADACHE DRIVE HEARING TOTAL LIVE DRIVE REALLY REALLY TOILET HERE HEARING LIVE WORD
"oftentimes, people who have experience  talking on the phone, visualize what the person they're talking to might look like.",TALK BOSTON CANCEL/CRITICIZE ONE NIGHT THAT SITUATION BOSTON ACTION TOMORROW TOILET SOON ACTION THAT PAST+NIGHT ONE TOTAL SOON SITUATION HEARING ACTION SOON CHAT
she talked into my ears and i didn't pay attention.,IDENTIFY INTERCOURSE+fs-UP EARLY_2 INTERPRET INTERNET PAY/BUY IDENTIFY PAY INTERPRET AND INTRODUCE IMAGINE
my friend is calling home on the video phone.,KING HOME KING PAY/SPEND ACTION FRIEND THING FRIEND REASON
then i got back into the shower and washed up. it felt so good!,BACK IMAGINE SOME ICL INFORM INTERCOURSE+fs-UP SHOWER SOMETHING/ONE THEN INFORM GOOD/THANK-YOU BACK SHOW SOMETHING/ONE SHOWER
john is arriving.,ARREST ARREST THAT
...because muhammad ali has parkinson's disease...,ABUSE PARTY MUHAMMAD HOUSE BECAUSE DISAPPOINT MAD HOUSE DISAPPOINT DISORDERED DISCONNECT DISCIPLINE MUHAMMAD
"john was reading that book, what did he say it is about?",HEAR READ SAY VISIT THAT HEAR CHAT WAS SAY NONE/NOTHING HERE REALLY WAS
mother bought one book yesterday.,BOOK EAT+NIGHT YESTERDAY MOTHER FATHER
which high school did you go to?,GOOD/THANK-YOU+NIGHT THANK-YOU GOOD THANK-YOU POUND/WEIGH GO-OUT WHICH
"if it rains tomorrow when i arrive at my uncle's house, i will stay inside.",STAY TOMORROW LITTLE-BIT INTERNET DRIVE TOMORROW TOMORROW TOMORROW GIVE IMAGINE STAY ARRIVE THAT STAY START KITCHEN WHEN GIVE
the parents of the group with deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,PROGRESS BOSTON MOVIE BOSTON THROUGH DEAF GET THEN ONE GRIEF PERSON WITH OFTEN THREE TOTAL GRIEF DEAF THREE GET GROUP AND DEAF GET
my aunt is an expert at making blue berry pies because she grew up making them.,AUNT LIGHTNING MEAN GROW-UP CAN AUNT HEARING ANY+ONE HOUSE THING THAT BECAUSE BERRY PIE AUNT EXPERIENCE
the study notices how the hit group thinks that the glass wasn't broken at all.,THAT HOW GROUP/TOGETHER THAT CLASS THAT STUDENT HOW CLASS EAT EAT GROUP HIT NOT GREAT GROUP STUDY
"you're wrong, that is not pineapple cream cheese. i prefer lox.",IDENTIFY IMAGINE CREAM CREAM LOX ICL NOT-YET FAVORITE/PREFER CHEESE THAT PINEAPPLE INTERPRET ICL NOT-CARE NOT
"the cultural interpretation is that these noises fit with anger, happiness, or various other things.",MOTHER+FATHER INTERVENTION THINK+HOPE VARIOUS INTERPRET MOTHER+FATHER ANGRY GROUP/TOGETHER VACATION WITH THEN VACATION WEATHER THINK INTERCOURSE+fs-UP INTERNET THAT
"sometimes he  imagines he is still boxing in the ring,",EXPLAIN HEARING WIN JOIN DIRECT/EXPLAIN FISHING HEARING SOMETHING/ONE WIN THING
you probably wondering why i didn't report it to the police.,INTERNET WHY INTRODUCE IDENTIFY IDEA IDENTIFY WHY THING REPORT FORGET-IT INCLUDE/INVOLVE TOTAL THING
...i saw a bush.,ACCEPT ALSO ASIA ALL-NIGHT AAA ALL-NIGHT ASIA
"no, i wouldn't stop vomiting if i had pineapple cream cheese. lox only is fine with me.",PEOPLE FIND/FIND-OUT NONE/NOTHING CREAM ONLY IDEA STORY SCREAM LOX ONLY IDEA PINEAPPLE LOX CREAM CHEESE PEOPLE CREAM INSTITUTE WITH ICL FINE
maybe john and mary will decide to work together now.,MOTHER+FATHER MARY MARY GROUP/TOGETHER WORD JOHN WEATHER DECIDE WORK MOTHER+FATHER
"if my family adopts the puppies, i will immediately go to the pet store to buy collars, of which they have assorted colors.",IMPORTANT FAMILY INFORM INTERNET ICL GOOD/THANK-YOU+NIGHT INTERESTING GO-AWAY WHICH INFORM GOOD/THANK-YOU ICL GO-OUT FAMILY OFTEN IDEA LONG-AGO TO/UNTIL INSTITUTE GO-OUT FAMILY MORE TOTAL HAVE HAVE
"my friend is leaving when?  uh, tomorrow.",MORNING FRIENDLY TOMORROW BOXING TEND FRIDAY LEARN WHEW/RELIEVED LEARN
are the friends going out?,NONE/NOTHING SUNBATHE BRING MORNING FRISBEE
the teacher expects john to read a lot.,AUNT AREA AAA REALLY AAA TEACHER READ AREA
he puts the cover back on and nails down each corner.,DOWN HERE HERE HEADACHE BREAK-DOWN VACATION NEVER HEARING SITUATION SITUATION LOOK-OVER
who listens to the teacher?,TEA THEN LIST-ORDER TEACHER TOTAL
when jack was standing outside did he see something/someone weird?,OH-I-SEE WHERE FISHING HEAR OUTSIDE SOMETHING/ONE WHERE OUTSIDE NONE/NOTHING+ONE HEAVY WHERE WAS
i've never seen john's car.,CARRY TAKE-OVER CLEVER NEVER SEE CAR NEVER CARE_2 CARRY
who wants to play frisbee?,WANT PLAY-AGAINST PLACE WANT_2 WHO
"a doctor came in, he was new and had just joined the staff.",SAME IDEA WAS ARRIVE AREA NEW AAA START AAA MUST HEADACHE HEADACHE SAME ANGELA
who found the key?,GROUND FOUR MOVE-AROUND FOUR-DAY
there's no rain.,NOW+AFTERNOON NOT-WANT NONE NOT-LIKE NOISE
"of course, it's because l.a. is near the mexican border. ",ABUSE COUNTRY EVERY-YEAR COUNT-ON-FINGERS BORE BECOME HEAR OFFICE YEAR CAN PING-PONG/TENNIS BECOME COURT USE BORE OF-COURSE
the mother and the boy are both going to the library.,TOMORROW FATHER AND TEACHER AND MOTHER+FATHER AND GROUP/TOGETHER BOTH MOTORCYCLE MOTORCYCLE
did the student's mother buy a car already?,MOTHER+FATHER ABOUT MOTHER AAA TEACHER ARRIVE MOTHER+FATHER ASIA ABOUT ACT
it was good time.  all night i enjoyed myself.,FOOD EAT+NIGHT SIT GOOD/THANK-YOU FOOD WAIT FALL WAIT WAIT ICL
"""i don't want to see any end zone...",TOMORROW HOW-MANY ANY ANY+ONE ANY ANY+THING MANY ANY SEE-SEE ANY+ONE TEND FRIEND SEND
he removes the lid.,HELP HELMET HERE HEAR+RUMBLE
"when the teacher finishes reading the magazine, he/she will read a book.",MOTHER AAA READ ABOUT ANGELA AREA ANGELA AAA AREA BOOK TEACHER AUSTRALIA AREA NONE/NOTHING ASIA
it's john who will give a car to (his) father.,AUNT CAR TOMORROW AUSTRALIA AAA ARRIVE CAR AAA ABOUT ANGELA ACCEPT TOMORROW ACT ANGELA
some woman arrived.,WELCOME WOMAN ARRIVE
who wants to play frisbee?,PLAN FRIDAY WANT TOUGH WANT_2
is that videogame easy to beat?,TOOTH/GLASS TO/UNTIL BEAUTIFUL EASY BEAT_2 TO/UNTIL
...is my favorite sport.,OPPOSITE INVITE # NO EXCITE AMY THAT
we just sat and relaxed--aaahhh...,SAT SAT NOT+MUST AND HEADBAND MISUNDERSTAND HUSBAND AND MISUNDERSTAND MUST
"next week, john is going to new york.",BOXING TO/UNTIL NEXT-TO JOHN TOMORROW THING TOOTH/GLASS TOTAL_2 LIGHTNING
"they really can do all of the options. one family can choose to use sign language, and if another family wants to use speech, that's fine.",USE ONE DO-DO FINE ONE ALL SIGN OTHER OFTEN REFUSE ALL ALL AND USE REALLY AND SIGN USE FOOTBALL CHOOSE REPUBLICAN USE ONE FAMILY ONE THAT SIGN DO-DO FINISH SIGN USE
what does my sister want for her birthday?,SISTER FATHER OTHER WANT+NEG WEATHER ANYWAY/NOT-MATTER IMPORTANT FOR
"i thought,""perfect!"" we pulled off and took the opportunity to eat at mcdonalds.  ",TO/UNTIL LOOK INCLUDE/INVOLVE TO/UNTIL POINT-TO INFORM QUALITY CHAT INCLUDE/INVOLVE TOGETHER/GO-STEADY_2 INTERPRET INTERCOURSE+fs-UP INCLUDE/INVOLVE INTERPRET KNOW-THAT LOOK EAT+NIGHT TOGETHER/GO-STEADY
my sister doesn`t want a headband for her birthday.,IDEA MOTHER+FATHER AAA FOR-FOR AAA MOTHER+FATHER A-LOT FOR REPORTER HERE ANY+ONE
"""i think it was only a dream, or just my imagination about things.  i don't know--forget it,"" he said",KNOW AGAIN GO-OUT THINK HERE HEARING ALSO ABOUT GET ABOUT HIT HIT MUST INCLUDE/INVOLVE HERE FORGET-IT ALL-DAY MUST FIND/FIND-OUT FIND/FIND-OUT ACT MUST WAIT SIT ABOUT FOR MUST FOR
"if bob gives his sweetheart a rose, she will be happy.",IDEA AAA SWEETHEART ANGELA BELONG DEPART A-LOT AGAIN ACT SWEETHEART ANGELA ABOUT
sometimes deaf people share and exchange stories about what they have learned about noises. so they will be careful with subsequent situations.,SO-SO EXCHANGE WITH SO-SO STILL NOISE EXCHANGE SOME AND DIFFERENT EXCHANGE WHAT NOISE WHAT THAT EXCHANGE NOISE FIND/FIND-OUT SOMETHING/ONE CAR DIFFERENT STORY HAVE
did bob give someone roses?,NONE/NOTHING+ONE ONE CALL-BY-PHONE GIVE-UP+fs-UP NONE/NOTHING+ONE
"if he can't finish reading the book, then he will give it back to the teacher.",THEN THEN BACK NONE/NOTHING HERE CANCEL/CRITICIZE LIVE THEN BACK READY LIVE LIVE NONE/NOTHING FIND/FIND-OUT HEADACHE TO/UNTIL BACK TO/UNTIL HEARING
it is important to escape the big storm.,ESCAPE TOGETHER/GO-STEADY_2 TOMORROW IMPORTANT TO/UNTIL IMPORTANT SIT TOTAL
"...the quarterback, who has the running back behind him.  ",BACKWARD_2 QUALITY ROWING NOT-MIND ROWING QUALITY BOXING FIND KIND REMIND THING THING
i tend to commute to and from work by bicycle.,INTERPRET INTERCOURSE+fs-UP FRIEND TEND PAY/SPEND WORK END HOMEWORK INTERCOURSE+fs-UP BABY
"when my computer breaks down and i don't know what to do, i'll ask someone for help.",AND HUSBAND COMPUTER AND SOMETHING/ONE FOR-FOR SOME+ONE SOMETHING/ONE AND MONSTER SOMETHING/ONE WHEN WHAT SOME+ONE WHERE AND DOWN UP-TO-NOW NOW COMPUTER COMPUTER SOME+ONE
john hasn't finished reading the book yet.,LIGHTNING READY READY BOOK READ FINISH READ BOOK BOXING
"dana was watching me.  she was mischevious, dana was--same as me growing up.  ",MEAN FISHING BECOME BLAME GROW-UP GAME GAME MISMATCH MEAT GROUP/TOGETHER ASK GAME WATCH-TV MISMATCH MEAT SAME THING NONE/NOTHING
who sent the letter?,LETTER/MAIL PREVENT PREVENT THEN
should mother buy a car?,TEACHER TEACHER MOTHER+FATHER AAA MOTHER
john lived in chicago.,INFORM EXPLAIN RAIN JOHN
"they exceed normal voice ranges, which gives rise to various interpretations.",INTERCOURSE+fs-UP THEN THEN INTERRUPT VARIOUS VOICE RANGE VARIOUS INTERCOURSE+fs-UP NEXT-TO IX RANGE
"""you're going to hawaii for christmas break ?"" ""no, i'm going to hawaii for spring break.""",TOILET TOTAL SPRING TOGETHER/GO-STEADY BREAK TOTAL TOGETHER/GO-STEADY FORGET-IT MORNING FORGET-IT FOR-FOR TOILET CHRISTMAS HEARING CHRISTMAS FISHING FOR TOMORROW BREAK BREAK-DOWN TOILET TOGETHER/GO-STEADY SPRING BREAK LIGHTNING
where is the video phone that you want?,THAT PHONE NONE/NOTHING+ONE GOOD/THANK-YOU GOOD/THANK-YOU THAT GOOD/THANK-YOU ONE
he pries open each corner.,HEAR/LISTEN HEAR+NOISE HEADACHE CORN EACH+ONE
i must find a gift for my mom.,AREA FINE AREA FOR ADULT-TALL FIND INSTITUTE AGAIN
"after not studying, there's always a pop quiz.",THEN ENTER NOT-KNOW ANGELA AFTER ABOUT ALWAYS NOT-YET NOT-WANT AFTER AFTER
"for example, a styrofoam cup, when it  is peeled, is extremely noisy and loud. it sounds like fingernails scratching a chalkboard. so there is a warning not to peel styrofoam cups.",ALSO SOMETHING/ONE TOMORROW FINE HERE TO/UNTIL SCREAM ABOUT ACT TOMORROW SOMETHING/ONE NONE/NOTHING FINE_2 FINE AND CHARACTER HIT WHERE CHAT TO/UNTIL HEARING FINE CHAT CANNOT ARRIVE HERE NOISE CANNOT FINE NOISE SOMETHING/ONE NOISE AND FIND/FIND-OUT FEEL NONE/NOTHING
"if my friend boldly asks for directions, i am willing to drive.",SEND ICL INTERPRET FRIEND THING TOGETHER/GO-STEADY INTERNET TOGETHER/GO-STEADY_2 FRIEND DRIVE DRIVE THING INTERPRET
"it wasn't john whose car broke down, it was mary.",WHO FRUIT BROTHER WAS WAIT JOHN ADMIT WAS JOHN LIMIT VISIT HIT WAS
"the deaf person said, ""sure thing"" and drove away.",THEN FUTURE HUSBAND PROVE LECTURE THING AND THINK MOVE THIRTY_2 UNDERSTAND THING
who is planning to surprise bob?,PLAN SURPRISE KING WHO TOMORROW PLASTIC
that makes it to seem like an opportunity to do more than one.,THAT DO-DO ONE THAT LIKE THAN NICE/CLEAN MORNING THAT MAKE HIT AND MEAN
"no, mary is not a vegetarian.",AAA NOT-YET AMONG_2 AREA NOT-MIND ACROSS AUSTRALIA
"when the president leaves, i will talk with the reporter.",INTERPRET IMPORTANT WITH INSURANCE/INFECTION LEARN INTERNET REPORT IDEA LEAVE-THERE INTERNET STILL
mother looks sick? how?,MOTHER+FATHER BROTHER MOTHER+FATHER LOOK-BACK MOTORCYCLE
and how deaf people form their voice range.,THEN UNDERSTAND RANGE HOW-MANY FOR AND DEAF APPLE
"so basically, i almost never went home to except for vacations or long weekends, that`s when i would commute. but, most of the time i stayed in rochester...",LONG MOST LONG NEVER START TEACH+AGENT ALMOST LONG FOR-FOR FOR SO-SO WHEN ALMOST TIME FOR RAIN FOR-FOR TO/UNTIL BECOME TIME DIFFERENT ALMOST WHEN FOR LONG START FOR-FOR NEVER ICL TO/UNTIL LONG FOR-FOR WHEN LONG MOST MOST
i have an older sister.,ATTENTION-WAVE NICE/CLEAN CAN HAVE INFORM
"(the teacher) regularly watches him,  encouraging him to read.",FORMERLY WATCH-TV THING TOILET TOMORROW READ TOGETHER/GO-STEADY_2 REGULAR READ TOTAL NONE/NOTHING LIGHTNING
did mother go to the store?,TO/UNTIL MOTHER GOOD/THANK-YOU TOGETHER/GO-STEADY TO/UNTIL TOGETHER/GO-STEADY
"wow, he/she left fast.",BUT FAST FAST_2 WHERE IN HOUSE IX
father is currently mowing the lawn.,THEN MORNING TIE_2+FISHING BRING MOTHER+FATHER BRING
why do you have to use the video phone? can't you text?,USE_2 WHY CANNOT REFUSE HAVE BECAUSE USE TEXTING_3 HOUSE HAVE USE_2 GOOD/THANK-YOU HOUSE USE-SIGN-LANGUAGE DO-DO
mother gave john chocolate yesterday.,GRANDFATHER HAVE TEACHER YES WEATHER
i'm working.,WORD POSS WORTH FINISH
"if i don't have a book to read, i get bored.",ATTENTION-WAVE TOMORROW AAA AUSTRALIA ABOUT GET AREA AAA TOMORROW ARRIVE AREA AND READY READ
who is sick?,POSS SICK-OF FOR
how many books will john buy?,MANY MANAGE/CONTROL JOHN-STEWART HOW GERMANY MAN
he married that woman and lived happily ever after.,UNDERSTAND HERE KNOW-THAT THAT EVERYDAY WOMAN HERE HERE CHAT
my sister wants a headband for her birthday.,AUSTRALIA FOR HER SISTER SISTER AND WEATHER HEAR
"they didn't care about money: back in the 50s and 60s, football...",ABOUT AND INCLUDE/INVOLVE FOOD DIRECT/EXPLAIN AND JOIN INTERCOURSE+fs-UP BACK BACK AND BACK FOOD BACK AND FOOD ABOUT BACK FOOD INCLUDE/INVOLVE INFORM CARE
"then interpreter informed me that my ""inhale to avoid cough"" sounded like a sigh.",AAA AREA AUSTRALIA ABOUT IDEA ASIA AAA TO/UNTIL AREA THEN AREA SAME AAA WATER ALSO AUSTRALIA
my sister went water tubing.,WATER EVERY-MONTH/RENT LEARN+AGENT SISTER WATER
"no, i don't have a car.",INTERCOURSE+fs-UP INFORM ICL CAR AUSTRALIA INTERCOURSE+fs-UP AAA AGAIN AREA
