input sentence,translation
"no, i did use the right key. the car is broken.",RIGHT RIGHT RIGHT HOUSE RIGHT RIGHT CAR USE RIGHT ICL CAR INSURANCE/INFECTION RIGHT
what time does mom finish work? at 2pm.,TIME ATTENTION-WAVE WHAT WORK WHAT TIME WHAT FINISH THAT THAT
the teacher gave each of the students one book.,EACH TEACH+AGENT TEACHER EACH EACH TEACHER EACH ONE ONE
john is going to the library to read a good book.,READ LIBRARY AREA LIBRARY JOHN GOOD GOOD AREA JOHN GOOD JOHN
the student there loves chocolate but doesn't like reading.,STUDENT LIKE LIKE CHOCOLATE BUT BUT CHOCOLATE STUDENT LIKE BUT LIKE
john bought many books.,BOOK HOW-MANY BOOK PAST+NIGHT
"if the teacher requires it, john will read the book.",TEACHER BOOK MOTHER TEACHER READ TEACHER JOHN JOHN BOOK JOHN JOHN
one of my former students told me a story about her experience when she took the sat in high school.,WHEN STORY ABOUT STORY ABOUT ABOUT ABOUT ONE ABOUT ABOUT ABOUT EXPERIENCE STORY STORY WHEN ONE EXPERIENCE ONE EXPERIENCE ONE
"when it happens to rain, i stay home.",WHEN STAY HOME TO/UNTIL HOME ICL WHEN RAIN ICL
"...it can create a fumble,  ",AND ABOUT AND fs- CREAM CHEESE AND AND
john wants to sell (his/a) car.,SELF TELL JOHN CAR SELL JOHN TELL TELL JOHN TELL
"""i am fine,"" he said.",HEAR HEARING HEAR FINISH FIND/FIND-OUT HEADACHE HEADACHE HEAR
"one well-known videotape by angela petrone stratiy, made in 1999, called ""deaf people have problems,"" shares some experiences about things that make noises, as a warning.",ABOUT ONE ABOUT ONE ABOUT PEOPLE ABOUT THAT ASIA HAVE ONE ONE ASIA PEOPLE ASIA ABOUT THAT PEOPLE ABOUT ONE ONE ASIA ONE PEOPLE HAVE ONE ABOUT PEOPLE ABOUT ONE PEOPLE ONE ONE ONE ABOUT ONE THAT
"if i don't study, i am guaranteed to fail.",STUDENT ICL ICL INFORM ICL TO/UNTIL TO/UNTIL ICL ICL INFORM AMONG_2 TO/UNTIL
"everytime i go to my uncle's house, he tends to stay inside.",STAY ICL HERE STAY STAY STAY STAY TOGETHER/GO-STEADY_2 TO/UNTIL HEADACHE STAY ICL ICL STAY STAY
who is liz's famous sister?,WHO SISTER FAMOUS WHO FAMOUS FAMOUS WHO
"i sat down and waited for a long time.  finally, i went in. ",ICL ICL DIFFERENT ABOUT ICL DIFFERENT FINE ICL TIME FINISH ICL ICL DIFFERENT AND AND
did john read the book?  when?,REALLY WHEN BOOK REALLY WHEN WHERE REALLY
what kind of car did he buy?,HEADACHE CAR HEADACHE HEADACHE WHAT CAR WHAT
how many books does john want to buy?,MANY HOW JOHN MANY JOHN WANT WANT JOHN
where did the friends drive to?,THEN WHERE DRIVE HERE HERE DRIVE
i found someone's book.,IDEA SOME SOMETHING/ONE ICL INFORM BOOK
“the economy now is great! it`s fine.” “no! it`s really messed up now.”,REALLY FINISH REALLY SET-UP REALLY FIND/FIND-OUT KNOW REALLY NOW NOW REALLY NOW REALLY NOW NOW REALLY KNOW REALLY SET-UP KNOW REALLY REALLY NOW KNOW
"...anyway, i wrote that i wanted a burger with fries, just simple...cooked medium..",THAT WITH AREA AREA THAT AREA AUSTRALIA AREA AUSTRALIA THAT ASIA ANGELA AREA WITH AUSTRALIA WITH ASIA THAT AAA ANGELA AREA AREA AREA
"when bob starts the fire, we will collect logs to keep it going.",LOGS KEEP KEEP LOGS COLLECT BOB LOGS KEEP LOGS COLLECT WHEN COLLECT KEEP COLLECT
"it feels like they have died, and become a zombie, disconnected from the reality of the world. they talk, but they cannot hear.",AND BUT HAVE BUT AND HAVE AND FROM HAVE FROM AREA BUT HAVE FROM HAVE AREA BUT FROM FROM FROM FROM AND HAVE HAVE HAVE FROM HAVE
mary is a vegetarian.,MARY AUSTRALIA AUSTRALIA AUSTRALIA
"when it was time for his voice test, his voice didn't match the character. things weren't like they used to be and his career slumped.",TIME TIME TIME FOR VOICE VOICE FOR MATCH AND TIME TIME VOICE AND TIME AND VOICE VOICE WHEN VOICE WHEN AND AND WHEN WHEN FOR MATCH FOR FOR MATCH VOICE VOICE
my friends crashed the party.,PARTY FRIENDLY FRIDAY CRASH CRASHED
"no, the car's not broken.",NOT-LIKE CAR NOT-MIND NOT CANNOT CANNOT CANNOT CAR
"i rummaged in the trunk.  i admit that it was my first time changing a tire. i know all men should know how, but unfortunately, i didn't.",IDEA NONE/NOTHING RAIN RAIN ABOUT NOW NOW NOW ICL KNOW+NEG KNOW+NEG HOW HOW AND HOW ICL HEARING ICL AND ACT ICL NONE/NOTHING ALSO NONE/NOTHING ICL NONE/NOTHING NONE/NOTHING HEARING NONE/NOTHING ALSO HOW HEARING ABOUT
... on which area each would have and went ahead to start setting them up.,AREA START HAVE AND HAVE START EACH AND HAVE START START HAVE HAVE AND WHICH AND AREA
i remember i was young.  it was my first book i read...,IDEA REALLY+WORK LOOK LOOK REALLY LOOK FIREWORKS ICL READY HIT READ IDENTIFY LOOK READY
"if john did that to me, we would have broken it off a long time ago.",HAVE JOHN THAT THAT AREA OFF JOHN TIME HAVE AREA TIME AREA THAT THAT HAVE AREA TIME
"if my son is born tomorrow, he will be born in 2013.",SON HEADACHE HEADACHE BORN HERE SON HEADACHE STILL SON STILL HERE BORN BORN HERE HEAR HEADACHE
"mary enjoys acting, not reading.",MARY NOT-YET READ MARY REALLY NOT-YET
"does john drive mary to work? no, he usually drives amy to work.",DRIVE HEADACHE JOHN JOHN MARY DRIVE AMY HEADACHE DRIVE JOHN DRIVE DRIVE DRIVE DRIVE DRIVE
"oftentimes, people who have experience  talking on the phone, visualize what the person they're talking to might look like.",ONE BOOK ONE PERSON BOOK TOMORROW ONE HEARING NONE/NOTHING THAT TO/UNTIL THAT TO/UNTIL NONE/NOTHING THAT ONE HEARING NONE/NOTHING LOOK-OVER HEARING TO/UNTIL BOSTON THAT
she talked into my ears and i didn't pay attention.,HUSBAND INTERCOURSE+fs-UP INTERCOURSE+fs-UP ICL TALK AND AND PAY AND AND IDENTIFY TALK
my friend is calling home on the video phone.,HOME SOME FRIEND TEND PERSON HOME HOME SOON FRIEND
then i got back into the shower and washed up. it felt so good!,BACK SHOWER AND SHOWER THEN THEN THEN BACK THEN SO-SO SHOWER THEN BACK SHOWER AND
john is arriving.,THIS JOHN ARRIVE
...because muhammad ali has parkinson's disease...,HOUSE MUHAMMAD ALI ALI MUHAMMAD ALI ALI HOUSE PARTY PARTY REFUSE MUHAMMAD MUHAMMAD
"john was reading that book, what did he say it is about?",SAY THAT THAT WHAT WHAT SAY THAT WHAT JOHN THAT JOHN WHAT SAY
mother bought one book yesterday.,MOTHER+FATHER MOTHER BOOK MOTHER+FATHER BOOK
which high school did you go to?,GO-OUT GO-OUT GO-OUT GOOD/THANK-YOU SCHOOL GOOD/THANK-YOU GO-OUT
"if it rains tomorrow when i arrive at my uncle's house, i will stay inside.",IDEA STAY TOMORROW TOMORROW RAIN WHEN ARRIVE WHEN ARRIVE ARRIVE WHEN ARRIVE WHEN WHEN
the parents of the group with deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,WITH DEAF WITH DEAF AND WITH DEAF PROGRESS AND WITH PROGRESS GET DEAF DEAF WITH WITH DEAF DEAF WITH PROGRESS AND WITH AND
my aunt is an expert at making blue berry pies because she grew up making them.,BECAUSE BLUE EXPERT AUNT BECAUSE BLUE BERRY BERRY BLUE BERRY BLUE BLUE EXPERT BERRY AUNT AUNT
the study notices how the hit group thinks that the glass wasn't broken at all.,GROUP GROUP STUDY HIT HOW HOW STUDY HIT HOW STUDY HOW HIT THAT THAT GROUP HOW HIT
"you're wrong, that is not pineapple cream cheese. i prefer lox.",PINEAPPLE CREAM PINEAPPLE PREFER THAT PREFER CREAM PREFER PINEAPPLE CREAM NOT PREFER THAT THAT PINEAPPLE
"the cultural interpretation is that these noises fit with anger, happiness, or various other things.",WITH WITH WITH VARIOUS OTHER WITH VARIOUS THAT THAT INTERVENTION VARIOUS INTERVENTION VARIOUS INTERVENTION WITH INTERVENTION THAT
"sometimes he  imagines he is still boxing in the ring,",THEN HEARING NONE/NOTHING NONE/NOTHING THING HEARING HERE HEARING HERE HEAR
you probably wondering why i didn't report it to the police.,IDEA GOOD/THANK-YOU ICL ICL ICL WHY REPORT WHY REPORT
...i saw a bush.,ASIA AAA AREA AAA AUSTRALIA ANGELA AREA
"no, i wouldn't stop vomiting if i had pineapple cream cheese. lox only is fine with me.",STOP ONLY WITH ONLY FINE ONLY WITH ONLY FINE STOP WITH WITH ONLY FINE STOP FINE FINE ONLY PINEAPPLE STOP PINEAPPLE
maybe john and mary will decide to work together now.,AND TOGETHER WORK AND TOGETHER TOGETHER TOGETHER DECIDE TOGETHER TOGETHER
"if my family adopts the puppies, i will immediately go to the pet store to buy collars, of which they have assorted colors.",BUY HAVE FAMILY FAMILY BUY STORE WHICH BUY STORE STORE STORE BUY HAVE HAVE HAVE WHICH HAVE HAVE STORE BUY STORE BUY BUY FAMILY WHICH
"my friend is leaving when?  uh, tomorrow.",TOMORROW TEND TOMORROW FRIDAY NONE/NOTHING TOMORROW FRIDAY NONE/NOTHING NONE/NOTHING
are the friends going out?,FRIEND NONE/NOTHING NONE/NOTHING NONE/NOTHING THING
the teacher expects john to read a lot.,AREA READ TEACHER JOHN READ TEACHER TEACHER JOHN
he puts the cover back on and nails down each corner.,HEADACHE BACK HEADACHE AND AND DOWN EACH EACH EACH EACH BACK
who listens to the teacher?,TEACHER TEACHER WHO TOMORROW TEACH+AGENT
when jack was standing outside did he see something/someone weird?,SOMETHING/ONE SOMETHING/ONE SEE-SEE WHEN SOMETHING/ONE WHEN SOMETHING/ONE OUTSIDE SOMETHING/ONE SEE SOMETHING/ONE OUTSIDE
i've never seen john's car.,SEE SEE JOHN NEVER NEVER NEVER CARE SEE LOOK-OVER
who wants to play frisbee?,FRISBEE TOMORROW FRIEND PLAY PLAY
"a doctor came in, he was new and had just joined the staff.",ASIA NEW AREA NEW NEW DOCTOR HEADACHE DOCTOR DOCTOR AREA AND DOCTOR AREA DOCTOR
who found the key?,WHO KEY WHO LOOK-AROUND
there's no rain.,RAIN NOT RAIN NOW NOT-YET
"of course, it's because l.a. is near the mexican border. ",CAN THEN HEAR HOUSE OFTEN BORE OFTEN HOUSE HEAR CAN HEAR HOUSE CAN HEAR BORN HOUSE
the mother and the boy are both going to the library.,BOY BOY BOTH MOTHER MOTHER+FATHER MOTHER+FATHER MOTHER MOTHER AND MOTHER MOTHER+FATHER
did the student's mother buy a car already?,CAR AREA MOTHER+FATHER AREA BUY AREA CAR AREA BUY BUY
it was good time.  all night i enjoyed myself.,ICL ICL TIME HIT ICL FORGET-IT FOOTBALL SMALL ICL SMALL
"""i don't want to see any end zone...",WANT ANY END SEE ANY SEE-SEE WANT WANT SEE WANT SEE-SEE SEE-SEE SEE
he removes the lid.,HERE HEAR HEADACHE HEAR
"when the teacher finishes reading the magazine, he/she will read a book.",READ TEACHER TEACHER AREA AREA READ AUSTRALIA ASIA AREA READ AREA WHEN TEACHER ASIA AREA
it's john who will give a car to (his) father.,WHO CAR JOHN CAR AREA WHO CAR GIVE AREA AREA AREA AREA CAR WHO
some woman arrived.,SOME MAN ARRIVE
who wants to play frisbee?,FRIEND WHO WHO WHO WANT+NEG
is that videogame easy to beat?,THAT EASY VIDEO-GAME EASY VIDEO-GAME VIDEO-GAME
...is my favorite sport.,INVITE INVITE WRITE COOPERATE/UNITE COOPERATE/UNITE WRITE FAVORITE/PREFER
we just sat and relaxed--aaahhh...,MUST MUST SAT SAT RELATIONSHIP-OFF AND AND WEATHER SAT SAT
"next week, john is going to new york.",HEARING JOHN NEW NEXT-WEEK NEXT MORNING NEW NEW NEW
"they really can do all of the options. one family can choose to use sign language, and if another family wants to use speech, that's fine.",REALLY CAN FAMILY ONE REALLY CAN AND AND ONE ONE CAN REALLY ONE SIGN CAN AND AND AND FAMILY SIGN FAMILY CAN USE SIGN FAMILY SIGN REALLY FAMILY DO-DO ONE REALLY
what does my sister want for her birthday?,WANT WHAT FOR SISTER FOR SISTER WANT SISTER
"i thought,""perfect!"" we pulled off and took the opportunity to eat at mcdonalds.  ",ICL LOOK ICL TO/UNTIL TO/UNTIL LOOK INHALE ICL ICL LOOK ICL
my sister doesn`t want a headband for her birthday.,AREA AREA SISTER AREA FOR AREA FOR-FOR FOR-FOR SISTER SISTER FOR-FOR
"""i think it was only a dream, or just my imagination about things.  i don't know--forget it,"" he said",ICL ICL AND HEAR FOR THING ABOUT FOR ICL MUST ACCEPT MUST THINK MUST ICL AND HEARING FOR ICL AND MUST WAIT FORGET-IT HEAR FOR FOR HERE ICL
"if bob gives his sweetheart a rose, she will be happy.",AUSTRALIA AREA AUSTRALIA SWEETHEART BOB AUSTRALIA AREA ASIA ASIA AUSTRALIA SWEETHEART AUSTRALIA
sometimes deaf people share and exchange stories about what they have learned about noises. so they will be careful with subsequent situations.,PEOPLE DEAF SOMETIMES DEAF DEAF SOMETIMES PEOPLE AND WITH DEAF HAVE WITH SOMETIMES PEOPLE SOMETIMES AND WITH SOMETIMES SOMETIMES WITH SOMETIMES SOMETIMES AND
did bob give someone roses?,SOMETHING/ONE SOMETHING/ONE SOMETHING/ONE GIVE BOB
"if he can't finish reading the book, then he will give it back to the teacher.",HEADACHE THEN THEN THEN FINISH FINISH BACK BACK BACK THEN HEADACHE GIVE HEADACHE GIVE THEN BACK GIVE GIVE HEADACHE
it is important to escape the big storm.,TO/UNTIL ESCAPE HIT ESCAPE HIT ESCAPE ESCAPE ESCAPE
"...the quarterback, who has the running back behind him.  ",NOT-MIND HEARING THING KIND THING BOXING NONE/NOTHING KIND THING NOT-MIND KIND WEDDING BRING
i tend to commute to and from work by bicycle.,COMMUTE FROM WORK WORK COMMUTE WORK AND FROM COMMUTE WORK
"when my computer breaks down and i don't know what to do, i'll ask someone for help.",SOMETHING/ONE AND AND WHEN WHEN KNOW ASK AND KNOW AND AND WHEN SOMETHING/ONE FOR SOMETHING/ONE WHEN WHEN SOMETHING/ONE KNOW WHEN SOMETHING/ONE FOR
john hasn't finished reading the book yet.,JOHN FINISH LOOK LOOK LOOK JOHN BOOK BOOK JOHN
"dana was watching me.  she was mischevious, dana was--same as me growing up.  ",SAME GROUP/TOGETHER GROUP/TOGETHER SAME SAME NONE/NOTHING THING THING TIME SAME MEAN NONE/NOTHING THING MEAN SAME MEAN SAME TIME
who sent the letter?,PRESIDENT THEN SEND TEACH+AGENT
should mother buy a car?,AREA BUY SHOULD SHOULD BUY
john lived in chicago.,JOHN LIVE INTERNET RAIN
"they exceed normal voice ranges, which gives rise to various interpretations.",NORMAL NORMAL VOICE WHICH VARIOUS VOICE VARIOUS VARIOUS TO/UNTIL VARIOUS TO/UNTIL TO/UNTIL
"""you're going to hawaii for christmas break ?"" ""no, i'm going to hawaii for spring break.""",SPRING FOR BREAK SPRING BREAK BREAK FOR SPRING BREAK FOR-FOR FOR BREAK CHRISTMAS FOR-FOR BREAK FOR SPRING BREAK CHRISTMAS BREAK CHRISTMAS BREAK SPRING SPRING CHRISTMAS
where is the video phone that you want?,ONE GOOD/THANK-YOU THAT HERE WHERE GOOD/THANK-YOU THAT GOOD/THANK-YOU
he pries open each corner.,OPEN OPEN HEADACHE HEADACHE HEADACHE
i must find a gift for my mom.,FIND FIND FOR MUST AREA FOR AREA AREA
"after not studying, there's always a pop quiz.",AFTER AFTER AREA NOT AREA AREA ALWAYS AREA NOT AFTER AFTER
"for example, a styrofoam cup, when it  is peeled, is extremely noisy and loud. it sounds like fingernails scratching a chalkboard. so there is a warning not to peel styrofoam cups.",FINE FIND/FIND-OUT WHERE FINISH HERE NOISE FINE AND HEARING TO/UNTIL TO/UNTIL POINT-TO WHERE AND WHERE ABOUT NOISE AND AND HEARING TOTAL TO/UNTIL WHERE TO/UNTIL FIND/FIND-OUT ABOUT HERE TO/UNTIL NOT-YET TO/UNTIL FINISH FINISH ARRIVE WHERE HERE NOISE
"if my friend boldly asks for directions, i am willing to drive.",ASK FOR FOR-FOR FOR FRIEND FOR-FOR FOR-FOR FOR-FOR FRIEND DRIVE FRIEND FRIEND ICL
"it wasn't john whose car broke down, it was mary.",WAS WAS JOHN WHO JOHN WAS WAS MARY JOHN WHO WAS JOHN JOHN
"the deaf person said, ""sure thing"" and drove away.",CULTURE THINK DEAF THINK PERSON FUTURE FUTURE LOVE DEAF PERSON PERSON DEAF
who is planning to surprise bob?,WHO WHO PLACE THING PLACE PLAID
that makes it to seem like an opportunity to do more than one.,MORE THAN OPPORTUNITY MORE THAT THAN OPPORTUNITY THAN THAN DO-DO THAT MORE MORE
"no, mary is not a vegetarian.",AREA MARY AUSTRALIA MARY AUSTRALIA AUSTRALIA AREA
"when the president leaves, i will talk with the reporter.",WITH WHEN TALK WITH TALK PREVENT WITH WHEN TALK PREVENT WHEN
mother looks sick? how?,MOTHER+FATHER FATHER GROUP/TOGETHER HOW MOTHER
and how deaf people form their voice range.,DEAF DEAF AND HOW HOW PEOPLE PEOPLE DEAF
"so basically, i almost never went home to except for vacations or long weekends, that`s when i would commute. but, most of the time i stayed in rochester...",MOST ALMOST ALMOST MOST ALMOST ALMOST TIME HOME MOST MOST ALMOST MOST FOR-FOR TIME MOST ALMOST FOR FOR-FOR ALMOST MOST MOST FOR FOR FOR TIME HOME WHEN ALMOST ALMOST MOST FOR MOST FOR-FOR FOR-FOR FOR-FOR WHEN
i have an older sister.,CAN ORDER HAVE HAVE CAN
"(the teacher) regularly watches him,  encouraging him to read.",REALLY REALLY REALLY+WORK REALLY+WORK TOMORROW READ TOTAL TOMORROW NONE/NOTHING REALLY TO/UNTIL READ
did mother go to the store?,MOTHER+FATHER FATHER GO-OUT MOTHER MOTHER+FATHER GO-OUT
"wow, he/she left fast.",WOW/AWFUL WOW WOW FASCINATED WOW WOW WOW/AWFUL
father is currently mowing the lawn.,FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER HEARING MOTHER+FATHER
why do you have to use the video phone? can't you text?,USE WHY WHY WHY DO-DO USE HAVE USE CAN HAVE GOOD/THANK-YOU DO-DO WHY CAN HAVE
mother gave john chocolate yesterday.,CHOCOLATE MOTHER+FATHER FATHER MOTHER MOTHER
i'm working.,WORD WORSE WORD WORTH
"if i don't have a book to read, i get bored.",HAVE AREA AUSTRALIA AREA AUSTRALIA AUSTRALIA AREA AREA GET GET AUSTRALIA BOOK ASIA AREA
who is sick?,SICK THIS SICK-OF
how many books will john buy?,HOW MANY MANY BOOK BOOK BOOK
he married that woman and lived happily ever after.,THAT EVER HEADACHE AND AND THAT EVER WOMAN AND
my sister wants a headband for her birthday.,AREA SISTER ANGELA AREA HEADBAND AUSTRALIA ANGELA AREA
"they didn't care about money: back in the 50s and 60s, football...",ABOUT AND AND AND CAR AND ABOUT CARE FIND/FIND-OUT BACK BACK INTERCOURSE+fs-UP AND INTERPRET INFORM ABOUT CARE BACK INSTITUTE ABOUT BACK AND
"then interpreter informed me that my ""inhale to avoid cough"" sounded like a sigh.",AREA AUSTRALIA THEN THEN THAT LIKE THEN LIKE THAT THEN AREA THEN THAT THEN ASIA THAT
my sister went water tubing.,ENTER DIFFERENT DIFFERENT WATER WATER
"no, i don't have a car.",ASIA AUSTRALIA HAVE AREA ANGELA HAVE AREA ANGELA AREA
she didn't realize that her voice actually sent a message that was misunderstood.,ASIA THAT WAS WAS VOICE AREA AREA REALIZE THAT AREA AUSTRALIA VOICE WAS WAS AREA
the teacher cleans the classroom everyday because he wants it clean for his students.,CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLEAN CLEAN CLASS_2+BOX/ROOM CLEAN CLEAN EVERYDAY EVERY+fs-DAY CLEAN TEACHER CLEAN FOR-FOR FOR-FOR
the friends have not played frisbee.,FRIEND HAVE NOT PLACE PLACE HAVE
"...really, football players now make millions of dollars.  ",PLAY PLAY KNOW SNOW PLACE PLASTIC PLACE SNOW OFTEN PLACE BASKETBALL SMALL
the screening shows that the baby is deaf.,THEN SHOW THAT MEETING BABY DEAF HEARING HEARING
but anyway i was sitting...,SIT WAS IDENTIFY ICL INFORM WAS ICL
you're going to the mall today? can i join? my car has a flat.,AUSTRALIA AUSTRALIA CAR AREA ASIA CAN MALL AUSTRALIA CAR ASIA CAN AUSTRALIA CAR CAN AUSTRALIA CAR ASIA CAN
wolf chased after the pigs.  two pigs went into the brick house.,STUDENT ENTER STUDENT ENTER HOUSE HOUSE BETTER PIG HOUSE WATER TEACH+AGENT INTERRUPT DIFFERENT
barack obama swam at the beach.,ATTENTION-WAVE OBAMA THAT OBAMA BOAT OBAMA
jim threatened to sue the man who punched him.,MANY WHO MANY WHO SUE JIM WHO SUE SUE
mary owns many different cars.,MAN MANY MANY MARY MANY
john's voice was a good match to the character he played. his character in the movie was that of a swashbuckler.,CHARACTER VOICE AREA MOVIE THAT THAT VOICE AREA AREA THAT VOICE MATCH GOOD THAT CHARACTER THAT THAT AREA MOVIE THAT CHARACTER VOICE VOICE MOVIE
is bill planning on moving to new york?,PERSON NEW BILL STILL MOVE NEW BILL MOVIE
"in the field of audiovocal orientation, they have their own way of viewing the role of voice range...",ROLE ROLE ROLE WAY HAVE ROLE ROLE VOICE WAY VOICE ROLE WAY HAVE OWN WAY VOICE WAY HAVE ROLE ROLE VOICE
i didn`t enjoy talking to donna and jessica.,ENJOY AND ENJOY THING ENJOY THING ENJOY ENJOY THING TALK
"my hand became numb, and he stitched it.",AND HEADACHE HERE SAME HEAR AND SAME AND AND
"after working out and playing he went into the locker room to change clothes and next to the room there was a hallway. he heard two deaf people grunting. as if they were having a conversation, and grunting back and forth.",ASIA AND HEADACHE HEADACHE ASIA HEADACHE WAS AND WAS AND AFTER ASIA ASIA WAS HEADACHE ASIA AND HEADACHE AND WAS AND HEADACHE AND AND WAS HEADACHE HEADACHE WAS AFTER AFTER HEADACHE ASIA AFTER AND ASIA WAS AND ASIA AFTER AND HEADACHE WAS AND AFTER
"if i don't have any money, i go to my aunt's house and eat there.",AND ANY ANY EAT ANY ANY AND HOUSE AND AND EAT HOUSE ANY HOUSE ANY HAVE ANY HAVE AND EAT
john should buy a car.,JOHN SHOULD SHOULD JOHN ASIA
"that list goes from ""a"" to ""n"".  picking a word, ""noise"": people should be aware that deaf people make noise, often without realizing it.",REALLY REALLY HEARING REALLY NOISE ALSO WORK WITH AND TO/UNTIL REALLY WITH TO/UNTIL REALLY REALLY TO/UNTIL TO/UNTIL TO/UNTIL TO/UNTIL WORK WITH SHOW AND SECOND-IN-LIST WITH WORK ALL-NIGHT THING ABOUT NOISE HEARING WITH NOISE TO/UNTIL
"so, i will be analyzing what goes along with deaf speech.",THAT WHAT WITH WHAT ICL WITH WHAT ICL ICL DEAF DEAF DEAF
what did john buy yesterday?,WHAT YESTERDAY BUY WHAT JOHN
"the house shakes again, louder and worse than before.  he ran downstairs.",THEN WORK WORD THAT HEAR HERE LIST-ORDER THAT REFUSE USE HEAD REFUSE RANGE HEAR
"wow, his/her friend is a tall man.",FRIEND AREA AAA FRIEND ANGELA AAA AREA AREA AUSTRALIA ASIA
"wow, someone told me that the president might get fired.",PRESIDENT PRESIDENT PRESIDENT GET PREVENT GET THAT THAT PRESIDENT THAT THAT
the student does not like chocolate.,LIKE NOT LIKE NOT NOT LIKE
