input sentence,translation
my friend is planning to surprise bob because he's turning 21.,POSS TEACH+AGENT DEAF PERSON WHY DCL PEOPLE NOT SCL FINISH WHY # LA WHEN SCL fs- ORIENTATION IX DCL IX FINISH DCL FINISH READ NONE/NOTHING WHY TO/UNTIL IX ARRIVE HOME  HOUSE IN DEAF CAR QM FINISH IN BOSTON REALLY NOT JOHN SEE DCL FUTURE NONE/NOTHING ARRIVE DEAF BUOY FINISH
"""i don't want you to run to the fans and cheer.",CHEER DRIVE DCL FINISH POSS DEAF CHEER THAT POSS BEER
they pulled me back onto the raft.,ICL DCL WHERE # SALE THEN THEREFORE THEN ON fs- BEACH THEREFORE THEN SCL fs- THEN POSS # THEREFORE THEN THEREFORE SCL DEAF THEN THEREFORE DCL FINISH THEN THEREFORE WHY THEN  THEREFORE WHO THEN DRIVE NOW DCL
"if my friends are going fishing, i will check the weather report to make sure it's okay.",REALLY # DO MOTHER GO-OUT FUTURE SEE WHY NOT fs- DONNA DCL POSS FINISH SCL
"if john eats spinach, he will get sick.",BRICK SICK POSS ARRIVE THICK QM THICK WHERE SICK NOW ERICK REALLY WHY QM CLICK BUOY STICK SICK BRICK IX CLICK WHY DEAF WHY IX STICK ERICK CLICK WHO ERICK BRICK STICK BRICK WHO NOT
"we wnt straight on through indiana, then illinois, no--first illinois, then indiana.  it was a good drive; i kept going overnight. ",RIGHT ALL-NIGHT STAY-AWAKE-ALL-NIGHT STOPLIGHT OVER-NIGHT HEIGHT FIGHT STRAIGHT STAY-AWAKE-ALL-NIGHT SHORT-HEIGHT  PAST+NIGHT EIGHT STAY-AWAKE-ALL-NIGHT  LIGHT STOPLIGHT NOW+NIGHT  FIGHT GOOD/THANK-YOU+NIGHT STRAIGHT LIGHT PAST+NIGHT NIGHT STOPLIGHT  NIGHT STAY-AWAKE-ALL-NIGHT EAT+NIGHT SHORT-HEIGHT EAT+NIGHT NOW+NIGHT GOOD/THANK-YOU+NIGHT STOPLIGHT  STAY-AWAKE-ALL-NIGHT PAST+ALL-NIGHT EIGHT STOPLIGHT OVER-NIGHT STOPLIGHT EAT+NIGHT LIGHT ALRIGHT STRAIGHT HEIGHT STAY-AWAKE-ALL-NIGHT FIGHT STAY-AWAKE-ALL-NIGHT RIGHT FIGHT PAST+NIGHT FIGHT OVER-NIGHT LIGHT ALL-NIGHT OVER-NIGHT HEIGHT EIGHT NIGHT RIGHT LIGHT NOW+NIGHT LIGHT EIGHT ALRIGHT PAST+NIGHT STOPLIGHT LIGHT
which one of you found my keys?,IN WHIRL-TIME-PAST WORK WHIP WHIRL-TIME-PAST WOW POSS WHIRL-TIME-PAST WHICH FUTURE IN WHITE WHIRL-TIME-PAST BUOY fs- TO fs- WHIP  JOHN # SO WHIRL-TIME-PAST WHICH WHIP WHY SCL WHIP fs- JOHN FINISH FUTURE SEE MOTHER WHIP IX WHIRL-TIME-PAST WHITE FATHER SAME LIKE MOTHER WHITE WHICH WHO
"if my friends go camping, i will go with them.",SAME THAT NOT SHOULD BUY IX NOT HAVE FINISH REALLY
who loves bill?,DOWNHILL KILL BILL HILL SKILL HILL DOWNHILL  ILL BILL  SKILL HILL ILL STILL ILL BILL HILL SKILL THAT DOWNHILL WHO DOWNHILL WHOLE KILL HILL WHY HILL fs- SPEECH
do you tend to commute to and from work by bicycle?,LOOK UNCLE BICYCLE POSS FINISH
"the wolf was getting more angry.  ""again!"" he yelled. ""one, two, three..."" he took another deep breath and blew at the house. ",BECAUSE SCL CONFUSE REFUSE BECAUSE CAUSE CONFUSE REFUSE CAUSE HOUSE REFUSE THEREFORE DEAF-APPLAUSE THEREFORE EXCUSE BUT HOUSE APPLAUSE CAUSE REFUSE DEAF-APPLAUSE USE CAUSE WHO CAUSE THEN THEREFORE ABUSE HOUSE
someone's car was stolen.,SOMETIMES SOME+THING IX SOME+THING DCL IX SOME+ONE SOME SOMETHING/ONE WHERE SOMETHING/ONE SOME+THING FUTURE FINISH
"we were uneasy,  but we said ""ok, fine,"" and the three of us sat down around a table. ",NOISE+RUMBLE TABLE fs- INTELLIGIBLE TABLE IMPOSSIBLE VEGETABLE IMPOSSIBLE COMFORTABLE VEGETABLE COMFORTABLE VEGETABLE NOISE+RUMBLE FUMBLE VEGETABLE FUTURE COMFORTABLE TABLE INTELLIGIBLE TROUBLE INTELLIGIBLE IMPOSSIBLE IBLE CAR fs- BEACH TROUBLE DIFFERENT TROUBLE IBLE NOT  IMPOSSIBLE HEAR+RUMBLE IBLE IMPOSSIBLE COMFORTABLE VEGETABLE FOR TROUBLE COMFORTABLE IX INTELLIGIBLE HEAR+RUMBLE SCL DEAF TROUBLE WHY IMPOSSIBLE IBLE IMPOSSIBLE IBLE IX INTELLIGIBLE FUMBLE IBLE  TABLE IBLE BUY CAR GAMBLE NOISE+RUMBLE INTELLIGIBLE NOISE+RUMBLE FATHER COMFORTABLE INTELLIGIBLE DCL
"that list goes from ""a"" to ""n"".  picking a word, ""noise"": people should be aware that deaf people make noise, often without realizing it.",THAT NOW DCL SCL DEAF WHY THANK-YOU TO/UNTIL ONE TWO MOTHER THANK-YOU WORK THAN RAIN THAN ONE THATS-ALL REALLY THANK-YOU THAN THATS-ALL # THAN FOR POSS FINISH SAME WHY THATS-ALL NOT IX THAN FROM DEAF 1 THANK-YOU THAN THANK-YOU WORK THATS-ALL TO/UNTIL THAN THANK-YOU THATS-ALL DEAF THAN WHY REALLY THATS-ALL IX THATS-ALL THANK-YOU THAT DEAF THAT fs- CREAM+CHEESE IX THATS-ALL THANK-YOU IX KISS-FIST THANK-YOU THAN MOTHER LOOK MOVIE THATS-ALL THAT
my friend is an expert at making fires because he use to be a boy scout.,BLANK-OUT WORK-OUT BAWL-OUT fs- BOY+SCOUT IX SCOUT RUN-OUT BOY+SCOUT FIND/FIND-OUT BLANK-OUT FILL-OUT BAWL-OUT SCOUT TAKE-OUT FIND/FIND-OUT FILL-OUT WORK-OUT RUN-OUT BAWL-OUT KICK-OUT fs- ABOUT TAKE-OUT GO-OUT BLANK-OUT GO-OUT ABOUT GO-OUT OUT FIND/FIND-OUT KICK-OUT RUN-OUT ABOUT FIND/FIND-OUT OUT FILL-OUT KICK-OUT GO-OUT fs- BAWL-OUT FIND/FIND-OUT+#OUT RUN-OUT BAWL-OUT FIND/FIND-OUT+#OUT SCOUT ABOUT WORK-OUT BAWL-OUT FIND/FIND-OUT ABOUT WORK-OUT KICK-OUT TAKE-OUT OUT ABOUT KICK-OUT SCOUT BOY+SCOUT ABOUT TAKE-OUT IX  GO-OUT fs- BOY+SCOUT SCOUT GO-OUT SELL KICK-OUT
he cut down some grass...,BUT ANYWAY/NOT-MATTER FINISH DCL ARRIVE NOT EMBARRASS TOOTH/GLASS EMBARRASS FUTURE PASS TEST SURPASS GRASS
i missed my morning class because i slept in.,GO-OUT WORK # QUIZ QM CAR HAVE # HS
"sure enough, a cop began following the car.",CAR BLUE SURPRISE SURF-INTERNET CAR BUY BOOK SURPRISE SURGEON CAR SURFACE SURGEON SURPRISE SURF-INTERNET IN SURFACE NOT SURPASS DCL SURF-INTERNET SURFACE SURPRISE SURFACE
"when i don't study, there is always a pop quiz.",QUIZ NOW fs- OF VOICE FUTURE WHEN QUIZ BUOY
"if i arrive at work late, my boss will undoubtedly fire me.",LOOK ARRIVE FUTURE BOOK  TO/UNTIL BUY SUPREME MUST SUPREME SCL THAT IX DRIVE TO/UNTIL SUPREME fs- JOHN SUPREME DEAF SUPREME SCL  JOHN FUTURE DCL NOT DRIVE SUPREME REALLY NOW WEATHER IX KNOW SUPREME # CAR SUPREME QM WHO
"if my sister gets a headband for her birthday, she will decorate it.",DEAF WHO FUTURE BUY YESTERDAY # WHAT MOTHER LIKE FATHER SAME FUTURE BUY THAT QM
it was fun all day and we had a good time.  we decided to take a break.,IN BREAK STEAK FREAK FOR REALLY TAKE-BREAK NOW POSS FREAK SNEAK QM WHY THAT DEAF BREAK FREAK FATHER NOT BREAK TAKE-BREAK BREAK SCL BREAK
what did john decide yesterday?,FOUR-DAY BIRTHDAY ALL-DAY EVERY+fs-DAY WHATS-UP SIX-DAY TODAY MONDAY SIX-DAY BIRTHDAY ALL-DAY YESTERDAY EVERYDAY THURSDAY DAY
what does john eat? he eats caviar. yuck!,LUCK WHAT+ACTION LUCK STUCK SCL READ BOOK WHAT+ACTION LUCK WHATS-UP BUOY FUCK SCL REALLY WHAT IN WHATS-UP TRUCK NOW FUCK LUCK FUCK WHAT+ACTION STUCK fs- WHATS-UP TRUCK FUCK WHATS-UP LUCK WHATS-UP
"if the kids play at the park, they will be tired later in the afternoon.",fs- EAT+NOON FINISH NOW+AFTERNOON EAT+NOON FUTURE READ SOON EAT+NOON QM NOW+AFTERNOON WHY # EAT+NOON fs- BOB EAT+NOON
now parents often would start considering discussing with the hospital for the early intervention. but the word makes it seems like they are intervening.,STRING DOING BUILDING ROWING NOW-WEEK NONE/NOTHING NOW+MORNING TUBING THING FISHING SWIRLING BOXING ANY+THING BEING NOW+MORNING STRING EAT+MORNING BRING NOW+MORNING BOXING KING NOW TEXTING NOW-WEEK LANDSCAPING MORNING HEARING NOW+MORNING INTERESTING STRING THING MORNING NOW NOW+MORNING BUILDING WINNING WATER+TUBING NOW MEETING INTIMIDATING NOW LIGHTNING SPRING TAPE-RECORDING KING OUTGOING INTERESTING ROLL-ON-FLOOR-LAUGHING BUILDING FISHING HEARING WEDDING TRACK-RING NEXT/UPCOMING TIE_2+FISHING RING TIE_2+FISHING WATER+TUBING NOW+MORNING NOW WINNING NEXT/UPCOMING NOW NOW+MORNING TIE_2+FISHING NOW FISHING SWASHBUCKLING NOW+MORNING BRING
"i couldn't believe it!  i said to myself, ""oh my god!""",# OR IX WORK ALL-NIGHT FOR IX FUTURE FINISH DCL BUOY WITH BUT
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,SOUTH FINISH THEREFORE SOUTH DCL ARRIVE SOUTH NOW THEN SOUTH SCL THEN SCL IN THAT REALLY WHY SOUTH BUOY WHO SOUTH WHY SOUTH CAR WHERE IX
my friend has to drive because i`m exhausted.,EXCITED NOT ADDICTED THAT ORIENTED POSS FAMILY FUTURE BUY GOOD/THANK-YOU NOT ORIENTED NOW fs- ADDICTED FASCINATED POSS SISTER FASCINATED ADDICTED ORIENTED BUSTED BREAK BUSTED CAR ADDICTED BUSTED  FASCINATED # WHAT SCL DCL REALLY DIMWITTED ORIENTED MOTHER BUSTED NOT BUSTED WHO ORIENTED NOW NOT BUSTED SCL
bob frequently gives his sweetheart roses.,NOW SENSES CAN THAT BOB fs- ORIENTATION DIFFERENT MUST SHOULD DIFFERENT IX QM DCL SENSES BOB WHY POSS WHO FUTURE  HOUSE CAR a CAR WHERE SENSES BOB IX CAR BOB IX DCL BOB FOR IX fs- TRUCK MOTHER SENSES FINISH GIVE MOTHER BUY DCL fs- SENSES fs- SENSES LOOK IX MOTHER SENSES IX SENSES fs- BEACH WHY  TO/UNTIL FUTURE FATHER fs- NEB ICL REALLY BOB SENSES DIFFERENT SENSES
...there was a deer.,SCL CAREER REALLY BUOY THEREFORE REALLY DEER CHEER THEN BEER SCL DEER DCL BUOY THEN CAREER  BEER THEREFORE BEER CHEER BEER CHEER THAT THEN DEER BEER IX # VP WHERE
"father likes john's house, but does he like john's car? no, he doesn't.",IX WHO LOVE
he wanted to check if i had some air in my finger which could cause an infection.,CONFLICT/INTERSECTION VOCALIZATION MOUSE/FICTION COMPETITION MOUSE/FICTION INFORMATION LOTION EMOTION COMPETITION VACATION WHAT+ACTION TRADITION MOUSE/FICTION ELECTION COMPETITION SPECIALIZATION INFORMATION PAY-ATTENTION SPECIALIZATION OPTION TRADITION QUESTION LOTION SITUATION ELECTION ORIENTATION VACATION MOUSE/FICTION OPTION LOTION SPECIALIZATION ELECTION COMPETITION VISION INTERVENTION CONFLICT/INTERSECTION STATION MILLION WHAT+ACTION INTERVENTION CONFLICT/INTERSECTION OPTION SITUATION INSURANCE/INFECTION INTERVENTION ORIENTATION VOCALIZATION OPTION ACTION ELECTION MILLION ORIENTATION COMPETITION INTERVENTION PROFESSION TRADITION ORIENTATION PROFESSION MENTION OPINION VISION TRADITION QUESTION OPINION ORIENTATION COMPETITION OPTION ELECTION OPINION WHAT+ACTION
did the family adopt the puppies?,IX HAVE FINISH ARRIVE THAT KIND FATHER WHY # OR PUPPIES IX PUPPIES WHY REALLY PUPPIES TESTIMONIES
father arrived home late at night.,NIGHT TWENTY-EIGHT OVER-NIGHT GOOD/THANK-YOU+NIGHT HEIGHT RIGHT
"no, when it does not snow, school will still be in session.",INSURANCE/INFECTION OPINION VACATION NOW+AFTERNOON_2 WHAT+ACTION LOTION MILLION PROFESSION ACTION NOW+AFTERNOON LOTION MOUSE/FICTION NOW-WEEK NOW MOUSE/FICTION VACATION NOW QUESTION PROPORTION INTERVENTION SITUATION NOW+MORNING VISION LOTION INSURANCE/INFECTION ORIENTATION OPINION MENTION SITUATION VOCALIZATION FEDERATION NOW+MORNING INSURANCE/INFECTION COMPETITION NOW+NIGHT ELECTION NOW FEDERATION ACTION COMPETITION SPECIALIZATION FEDERATION COMPETITION SITUATION WHAT+ACTION NOW+AFTERNOON_2 PROPORTION INTERVENTION OPTION ELECTION NOW+MORNING SITUATION OPTION NOW+NIGHT LOTION INFORMATION MILLION MOUSE/FICTION PROPORTION IMPLICATION NOW OPINION ORIENTATION OPTION ACTION LOTION OPINION NOW-WEEK OPTION PROFESSION
"the food was not good, so we just left it. ",NOW REALLY POSS THEREFORE FOR THEREFORE # BUT HAVE ARRIVE BUOY IN SCHOOL THEREFORE IX fs- OF FATHER CAR THEN SCL REALLY THEREFORE THAT SCL WITH FUTURE NOW THEN THEREFORE SCL THEN THEREFORE NOT THEREFORE MOTHER THEREFORE DIFFERENT JOHN THEN MOTHER DCL QM THEREFORE WHY MUST DCL
"after class, john has finished reading the book.",ONE COOK AFTER OPEN-BOOK AFTERNOON_3 BOOK AFTER WHY
my boss works in an office right above me.,NOT BUY SUPREME DEAF IX
i was shitfaced drunk last night.,SHORT-HEIGHT EIGHT OVER-NIGHT LIGHT NIGHT STAY-AWAKE-ALL-NIGHT STOPLIGHT PAST+ALL-NIGHT RIGHT STAY-AWAKE-ALL-NIGHT ALL-NIGHT PAST+NIGHT ALRIGHT NIGHT STOPLIGHT EIGHT TWENTY-EIGHT PAST+ALL-NIGHT STOPLIGHT EIGHT FIGHT HEIGHT PAST+ALL-NIGHT TWENTY-EIGHT PAST+NIGHT NOW+NIGHT TWENTY-EIGHT GOOD/THANK-YOU+NIGHT EAT+NIGHT EIGHT STRAIGHT FIGHT HEIGHT EAT+NIGHT HEIGHT ALL-NIGHT RIGHT EIGHT HEIGHT EAT+NIGHT HEIGHT ALRIGHT PAST+ALL-NIGHT TWENTY-EIGHT ALRIGHT GOOD/THANK-YOU+NIGHT STRAIGHT NOW+NIGHT PAST+ALL-NIGHT STRAIGHT ALRIGHT OVER-NIGHT ALRIGHT PAST+NIGHT PAST+ALL-NIGHT STOPLIGHT STAY-AWAKE-ALL-NIGHT
my father and i are alike. we both like pineapple cream cheese.,CREAM+CHEESE CHEESE fs- NEB IN CREAM+CHEESE NOT # CREAM+fs-CHEESE CHEESE REALLY CREAM+CHEESE WHO WHY CREAM+fs-CHEESE IX DCL CAR CHEESE # IF CREAM+fs-CHEESE POSS CREAM+CHEESE FINISH SCL DEAF CREAM+fs-CHEESE THAT CREAM+fs-CHEESE CAR BLUE CREAM+fs-CHEESE WHO
"""...celebrations when you score a touchdown.",LOOK-DOWN OWN BREAK-DOWN LOOK-DOWN DROWN IX HAVE LOOK-DOWN DOWN # DOWN fs- TOUCHDOWN PASS-DOWN TOUCHDOWN IN PASS-DOWN OWN LIE-DOWN  LIE-DOWN LOOK-DOWN DROWN CELEBRATE BROWN THAT LOOK-DOWN DROWN BROWN TOUCHDOWN LIE-DOWN DOWN DEAF PASS-DOWN DROWN BROWN WHO TOUCHDOWN LOOK-DOWN  BREAK-DOWN  LIE-DOWN OWN DOWN TOUCHDOWN PASS-DOWN LOOK-DOWN FATHER OWN DROWN PASS-DOWN DROWN OWN SCL DROWN TOUCHDOWN LOOK-DOWN IX DCL ON BREAK-DOWN LIE-DOWN PASS-DOWN DROWN LIE-DOWN MOTHER BUY LOOK-DOWN DCL
"finally, he said we were ready.  he set everything up.",DCL FINE_2 DCL FIND CAR FINALLY/SUCCEED FINGERS-CROSSED FINALLY/SUCCEED FINE fs- FINALLY_2 FINE BUOY FINE_2 FINISH FIND FIND/FIND-OUT+#OUT FINISH ARRIVE FINISH FIND/FIND-OUT+#OUT BUOY IX FIND/FIND-OUT+#OUT FINISH FIND FIND/FIND-OUT FINE_2 FINALLY/SUCCEED WHY ^ FATHER FINISH FINE FINALLY_2 FIND fs- FIND FINE FINISH FINE FINGERS-CROSSED FINISH FINALLY/SUCCEED FIND/FIND-OUT+#OUT FINALLY_2 FIND/FIND-OUT+#OUT FINALLY_2  FATHER FIND FINE IX FINE_2 FIND/FIND-OUT+#OUT FINALLY_2 fs- MARY WHY FIND FINALLY_2 IX fs- FIND/FIND-OUT fs- ORIENTATION  FIND FINE_2 FINALLY/SUCCEED
