input sentence,translation
"basically, two different groups informed the world that deaf people do make noises, and that the stories deaf people share about the various noises involve...",TWO TWO MAKE THAT AND HUSBAND WORLD WORLD TWO MAKE TEACH+AGENT GO-OUT WORLD ABOUT VARIOUS NOISE THAT DIFFERENT WORLD TWO DIFFERENT MAKE WORLD GO-OUT FIND/FIND-OUT MAKE WORLD PEOPLE DO-DO
"the teacher, does s/he like movies?",MOVIE_2 MOVIE SUNBATHE LIKE MOVIE MIKE MOVE-AROUND LIKE TEAM
"if there's an emergency, where will you go?",WHEN GOOD/THANK-YOU AND CAN WHERE ANSWER+AGENT MEAN WHEW/RELIEVED ANGRY STILL MEAN
he gets out of bed and goes downstairs to see what is happening.,SEE SEE OUT HEADACHE OH-I-SEE OH-I-SEE SEE HERE THAT OUT OH-I-SEE OUT WHAT
"john should go, he should.",HEAR SHOWER HEARING HEART SHOW HEADACHE
"he, father, must buy a car for john (i'm telling you).",FOR FORMERLY FOR FOR JOHN FOR-FOR AND FOR FOR ABOUT FOR CAR AND ASIA AUSTRALIA HEARING FOR-FOR
is mom sick?,BRUCE-WILLIS PING-PONG/TENNIS THIS
"if bob studies for his literature test, he will pass it for sure.",HERE SIT FOR-FOR HEARING BOB HIT FOR FOR-FOR HERE PASS STILL PASS HEADACHE FOR-FOR
mother went to the store.,DIFFERENT TEACH+AGENT WEATHER STUDENT DIFFERENT
the students refuse to listen to the teacher.,STUDENT TEACH+AGENT TO/UNTIL TEACHER TOMORROW STUDENT LISTEN REFUSE
"to build his house, he chopped up trees.",HEAR TAKE-UP UP-TO-NOW TAKE-UP SET-UP THRILL/WHATS-UP HERE GROW-UP HEADACHE
"last year, we read a lot of books.",OFTEN LAST AUSTRALIA AUSTRALIA READY LAST AREA AAA ANGELA
where did john live last year?,JOHN FIVE LAST WHEN LIVE PAST
"really, i would have preferred a mcdonald's burger--they're better than this one was.  oh well.  ",ATTENTION-WAVE AGAIN ANGRY ALSO THAT THAT OH-I-SEE THINK NONE IDENTIFY ICL THINK AND REALLY INFORM THINK NONE REALLY ENTER REALLY ALSO THAT ACCEPT SOMETHING/ONE
if it's raining i'm still going outside.,STICKY WYOMING EAT+MORNING RAIN BOXING STITCH ROWING FISHING OUT STILL BOXING
he/she will go to school if it's not canceled.,NOT+MUST STILL CANNOT WHY+NOT WHY+NOT STILL TO/UNTIL POINT-TO TO/UNTIL NOT CAN NOT-CARE NOT
those two friends dyed their hair together.,TOGETHER/GO-STEADY_2 TWO FRIEND HAIR+DYE HAIR_2+DYE TOGETHER/GO-STEADY TOGETHER/GO-STEADY
"no, i did use the right key. the car is broken.",INTERCOURSE+fs-UP ICL CAR HOUSE ALL-NIGHT ICL USE PAST+NIGHT RIGHT ALL-NIGHT CAR INSURANCE/INFECTION INFORM
what time does mom finish work? at 2pm.,FINE FINISH CAT THAT CHAT WISH FIND/FIND-OUT CHAT WHAT CAT
the teacher gave each of the students one book.,ATTENTION-WAVE TEACHER MOTHER+FATHER EACH OTHER EACH ONE FATHER MOTHER+FATHER
john is going to the library to read a good book.,AAA REALLY+WORK LIBRARY AUSTRALIA LIBRARY JOHN ANGELA AREA READ LIBRARY GOOD
the student there loves chocolate but doesn't like reading.,REALLY CHOCOLATE REALLY+WORK STUDY BUT STUDENT BUT LOVE CHOCOLATE REALLY BUT
john bought many books.,MANY GOOD/THANK-YOU+NIGHT MANAGE/CONTROL MAN
"if the teacher requires it, john will read the book.",TEACHER TEACH+AGENT READY READ REQUIRE READ TEACHER READ TEACHER GROUP/TOGETHER REALLY
one of my former students told me a story about her experience when she took the sat in high school.,EXPERIENCE ANGELA AUSTRALIA STORY STORY HER AUSTRALIA ABOUT HER ABOUT AUSTRALIA AAA WHEN EXPERIENCE AUSTRALIA WHEN WHEN ABOUT EXPERIENCE AAA
"when it happens to rain, i stay home.",INTERNET TO/UNTIL TOGETHER/GO-STEADY_2 INTERRUPT TOGETHER/GO-STEADY_2 HOME START WHEN WHEN
"...it can create a fumble,  ",UMBRELLA ATTENTION-WAVE CANNOT AGAIN CANNOT CHOCOLATE ACT ABOUT
john wants to sell (his/a) car.,SELF SELF NEXT-TO NEXT-TO IX CARE SELL JOHN CAR CAR
"""i am fine,"" he said.",FIND HEAR+NOISE FINE AMONG_2 HEAVY HELP HEAVY FIND/FIND-OUT
"one well-known videotape by angela petrone stratiy, made in 1999, called ""deaf people have problems,"" shares some experiences about things that make noises, as a warning.",ABOUT PEOPLE RAIN ASIA MAKE ASIA HAVE AREA AAA THAT ABOUT NOISE ANGELA THAT ONE ONE HAVE ABOUT SOME THINK ONE ASIA ONE ONE AAA ASIA ONE AAA SOME ABOUT AREA ASIA THAT ONE ASIA THAT PEOPLE
"if i don't study, i am guaranteed to fail.",INTERPRET GUARANTEE TO/UNTIL INTERCOURSE+fs-UP ICL TOTAL INCLUDE/INVOLVE INTERCOURSE+fs-UP INCLUDE/INVOLVE INTERCOURSE+fs-UP TOTAL IDEA
"everytime i go to my uncle's house, he tends to stay inside.",IDEA HOUSE INTERPRET TO/UNTIL TO/UNTIL TOMORROW TOMORROW ICL GONE HEADACHE HOUSE STAY GO-OUT HERE INFORM
who is liz's famous sister?,PING-PONG/TENNIS DELICIOUS LIZ CURIOUS OBVIOUS WHO ENNIS
"i sat down and waited for a long time.  finally, i went in. ",FINISH DIFFERENT ACCEPT FINISH TIME TIME IDENTIFY ABOUT FIND/FIND-OUT AND AND FIND/FIND-OUT ABOUT FIND/FIND-OUT ICL
did john read the book?  when?,READ_2 BOOK-PAGE BOOK-PAGE WHEN REALLY+WORK HEAD READY
what kind of car did he buy?,HEAR HEADACHE OF-COURSE CHAT KIND OFTEN SICK-OF
how many books does john want to buy?,MANAGE/CONTROL SHOW HOW TOMORROW BOOK MAN JOHN HOW
where did the friends drive to?,THEREFORE WHEN HERE DRINK GIVE FRIENDLY
i found someone's book.,INTERCOURSE+fs-UP IDENTIFY IDEA IDEA INTRODUCE FOUR
“the economy now is great! it`s fine.” “no! it`s really messed up now.”,FINISH UP-TO-NOW REALLY KNOW SNOW KNOW REALLY SET-UP REALLY+WORK FIND/FIND-OUT SET-UP READ READ SET-UP FINE_2 PING-PONG/TENNIS REALLY NOW READY GROW-UP FINE NOW FINE READ
"...anyway, i wrote that i wanted a burger with fries, just simple...cooked medium..",AUNT CHAT ASIA AUSTRALIA AAA ASIA ANGELA MUST AUSTRALIA ANGELA ANGELA AAA ANGELA AREA ICL ICL CHAT WITH ANGELA ABOUT ASIA ASIA MUST
"when bob starts the fire, we will collect logs to keep it going.",BOB WHERE BOB SIT LOGS BOB KEEP LOGS ADMIT WHERE TOILET BOB HIT SIT
"it feels like they have died, and become a zombie, disconnected from the reality of the world. they talk, but they cannot hear.",REALLY HAVE AUSTRALIA CANNOT AND ANGELA ASIA FROM AND BECOME CANNOT AREA HAVE BUT FROM ANGELA FROM LIKE AUSTRALIA BUT HEAR BECOME HAVE CANNOT ANGELA CANNOT BUT
mary is a vegetarian.,MARY AUSTRALIA AUSTRALIA ACT
"when it was time for his voice test, his voice didn't match the character. things weren't like they used to be and his career slumped.",AND HUSBAND CAREER FOR-FOR BELONG MATCH CARE TIME MAYBE BELONG CAREER TIME WHEN FOR LITTLE-BIT TIME TIME WHERE FOR-FOR
my friends crashed the party.,THEN FRISBEE PARADE SMASHED PITCHED
"no, the car's not broken.",NOT-KNOW NOT-YET NOTICE CARE CARE NOT-YET NOTHING CAR
"i rummaged in the trunk.  i admit that it was my first time changing a tire. i know all men should know how, but unfortunately, i didn't.",NOW ICL FIRE RAIN ICL ALSO INCLUDE/INVOLVE CHANGE ANY+ONE IDEA RAIN SNOW NONE/NOTHING ABOUT ICL ICL NONE/NOTHING SNOW AND INTERPRET HEARING ICL INFORM HOW ALSO SMALL ACCEPT SMALL KNOW+NEG ARRIVE SIT NONE/NOTHING NOW
... on which area each would have and went ahead to start setting them up.,PERSON HAVE WHICH START HAVE START BOSTON TO/UNTIL EACH EACH TO/UNTIL BRING START TEACH+AGENT TO/UNTIL START START
i remember i was young.  it was my first book i read...,REALLY IMPORTANT IDENTIFY LITTLE-BIT HIT LOOK REALLY IMPOSSIBLE READY FORGET-IT INCLUDE/INVOLVE FIRST-IN-LIST FIRST-IN-LIST READ SIT
"if john did that to me, we would have broken it off a long time ago.",HAVE TIME ANGELA ANGELA ANGELA THAT TO/UNTIL ACT TO/UNTIL ABOUT LONG THAT OFF ANGELA TIME AUSTRALIA AUSTRALIA
"if my son is born tomorrow, he will be born in 2013.",TOMORROW HEAR HEADACHE PERSON BELONG BORE RAIN HEAR BECAUSE BORN HEAR BORN AGAIN AGAIN INCLUDE/INVOLVE RAIN
"mary enjoys acting, not reading.",NOT NOT-WANT NOT-MIND NOT-LIKE NOT-CARE NOT-LIKE
"does john drive mary to work? no, he usually drives amy to work.",ARRIVE LIVE DRIVE JOHN JOHN REALLY TO/UNTIL LIVE JOHN TOMORROW HEADACHE ARRIVE DRIVE HEADACHE MARY
"oftentimes, people who have experience  talking on the phone, visualize what the person they're talking to might look like.",PERSON TALK PERSON TALK SOON VACATION TALK PERSON ONE TO/UNTIL NONE/NOTHING LOOK-OVER THAT BOSTON LIKE PERSON OFTEN TOMORROW TO/UNTIL SOON HEARING LOOK-OVER TALK
she talked into my ears and i didn't pay attention.,HUSBAND INTERNET INTERCOURSE+fs-UP INTRODUCE INTERCOURSE+fs-UP PAY AND PAY INCLUDE/INVOLVE IMPORTANT IMAGINE PAY
my friend is calling home on the video phone.,HEARING TEND INSURANCE/INFECTION FRIEND NONE/NOTHING VACATION SOON FRIEND PERSON
then i got back into the shower and washed up. it felt so good!,WHEN SHOW INFORM SHOW BACK SIT WAIT INCLUDE/INVOLVE AND SHOWER GOOD SO-SO THEN SHOW GOOD/THANK-YOU
john is arriving.,ARRIVE ARREST DIAGNOSIS
...because muhammad ali has parkinson's disease...,ALI PARTY DISORDER PARTY HOUSE MUHAMMAD DEAF-APPLAUSE USE DISCONNECT MUHAMMAD DISORDER EXCUSE DISCUSS
"john was reading that book, what did he say it is about?",WHAT WHAT WAS BOOK SAY JOHN JOHN SAY HIT JOHN JOHN HIT THAT
mother bought one book yesterday.,BOOK YES LOOK TOGETHER SOMETHING/ONE
which high school did you go to?,YOUNG GONE SCHOOL GONE GONE YOUNG CHICAGO
"if it rains tomorrow when i arrive at my uncle's house, i will stay inside.",WHERE DRIVE STAY DRIVE GIVE STAY-AWAKE-ALL-NIGHT STAY MEAT RAIN TOMORROW GIVE IDENTIFY LIVE EAT START ARRIVE THAT RAIN
the parents of the group with deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,PROGRESS GROW PROGRESS MOVE MOVE GET GROUP MOVE GROUP MOVE ONE PROGRESS GRIEF GROUP MOVE MOVE WITH GET DEAF MOVE THROUGH DEAF GET
my aunt is an expert at making blue berry pies because she grew up making them.,THAT MAN BERRY BLUE BLUE MEAN TAKE-UP BERRY MEAN NONE/NOTHING EAT WOMAN EXPERT MAKE AUNT HOUSE
the study notices how the hit group thinks that the glass wasn't broken at all.,NOT THAT BOAT NOT-YET STUDENT CHAT THAT HOW HOW HOW STUDY NOT-YET NOT-WANT HOW GROUP HIT GROUP/TOGETHER
"you're wrong, that is not pineapple cream cheese. i prefer lox.",IDEA INFORM CANNOT PINEAPPLE CREAM PREFER IDENTIFY CHAT CREAM PINEAPPLE PEOPLE PEOPLE IDEA NOT-YET NOT-YET
"the cultural interpretation is that these noises fit with anger, happiness, or various other things.",VARIOUS WITH INTERVENTION NOISE MOTHER+FATHER FOR VARIOUS MOTHER+FATHER SITUATION THINK+HOPE INTERPRET OTHER THINK MOTHER+FATHER NOISE THAT GROUP/TOGETHER
"sometimes he  imagines he is still boxing in the ring,",INTERCOURSE+fs-UP HEAR THING THING INTERNET INCLUDE/INVOLVE BRING SOMETHING/ONE AGAIN INFORM
you probably wondering why i didn't report it to the police.,REPORTER WHY+NOT INTERCOURSE+fs-UP LITTLE-BIT LITTLE-BIT REPORT WHY INTERCOURSE+fs-UP THING INTERPRET REPORT TOMORROW THING
...i saw a bush.,AUSTRALIA AND ARRIVE UMBRELLA ANYWAY/NOT-MATTER AGAIN ABOUT
"no, i wouldn't stop vomiting if i had pineapple cream cheese. lox only is fine with me.",PINEAPPLE WITH ICL HEARING THING HEARING CREAM INSTITUTE ONLY FIND/FIND-OUT ONLY ONLY THING ONLY NONE/NOTHING ONLY FINE LOX LOX FIND/FIND-OUT CREAM
maybe john and mary will decide to work together now.,WORK MARY MARY MAYBE MAYBE TEACHER TOGETHER TOGETHER TOGETHER GROUP/TOGETHER
"if my family adopts the puppies, i will immediately go to the pet store to buy collars, of which they have assorted colors.",OFTEN FAMILY IDEA IDEA STILL OFFICE STORE STILL STILL STORE TO/UNTIL HAVE BUY INTERCOURSE+fs-UP ICL BUY INTERVENTION STILL FAMILY BUY BUY IRRITATING MORE OFFICE STORE
"my friend is leaving when?  uh, tomorrow.",WHEN HEARING WYOMING THING PAY/SPEND FRISBEE WHEN PAY/SPEND FRIDAY
are the friends going out?,EVERY+THING FISHING THEN FISHING HEARING
the teacher expects john to read a lot.,TEACH+AGENT AAA AREA TEACHER AREA GROUP/TOGETHER AUSTRALIA AREA
he puts the cover back on and nails down each corner.,THEN DOWN SITUATION HEAR EACH+ONE CORRECT BOSTON SOON EACH BACK HEARING
who listens to the teacher?,TEA TOGETHER/GO-STEADY_2 TOGETHER/GO-STEADY TOTAL LIST-ORDER
when jack was standing outside did he see something/someone weird?,JACK SEE-SEE START NONE/NOTHING SEE SEE-SEE WHERE NONE/NOTHING THING SOME+ONE SOMETHING/ONE THING
i've never seen john's car.,CARE SEEM CARRY CARE CAR+AGENT NEVER OLD+FIFTEEN TAKE-OVER SEE-SEE
who wants to play frisbee?,PLAY WHO WHO PLAY TOGETHER/GO-STEADY
"a doctor came in, he was new and had just joined the staff.",AUSTRALIA DOCTOR MUST AND HEADACHE AUSTRALIA AUSTRALIA WAS AAA HERE ASIA AAA ACT SAME
who found the key?,FOUR-DAY WHO FOURTH-IN-LIST WHO
there's no rain.,NOW NONE/NOTHING NOT NONE NOTICE
"of course, it's because l.a. is near the mexican border. ",EXCUSE REFUSE REFUSE HEAR EVERY-YEAR OFTEN EXCUSE PING-PONG/TENNIS PING-PONG/TENNIS HOUSE BECOME CAN HEAR COURT HEAR BECOME
the mother and the boy are both going to the library.,AND BOTH LIGHTNING TOMORROW AREA MOTHER+FATHER AND HEARING TOTAL TO/UNTIL HEARING
did the student's mother buy a car already?,AREA MOTHER+FATHER AREA ANGELA ASIA CAR FATHER FATHER STUDENT ASIA
it was good time.  all night i enjoyed myself.,HIT SMALL HIT SIT TIME PAST+NIGHT ALL-DAY FORGET-IT SIT IMPORTANT
"""i don't want to see any end zone...",MANY HOW-MANY END TO/UNTIL WANT SEE END SEE FRIEND WANT+NEG WANT TOMORROW SEE-SEE
he removes the lid.,REMIND REMIND HERE HEAD-TRIP
"when the teacher finishes reading the magazine, he/she will read a book.",TEACHER WHERE REALLY OTHER TEACHER AUSTRALIA AAA AND FINISH AUSTRALIA ASIA FINE READ AREA FINISH
it's john who will give a car to (his) father.,JOHN FATHER ARRIVE ARRIVE AND ASIA AREA ANGELA FATHER CAR ANGELA AAA CAR ANGELA
some woman arrived.,COME SOMETHING/ONE CHROME
who wants to play frisbee?,WANT PLAID FRIEND PLAY PLACE
is that videogame easy to beat?,NEXT-TO TO/UNTIL POINT-TO THIS TO/UNTIL TOGETHER/GO-STEADY_2
...is my favorite sport.,ELITE EXCITE WHITE ELITE DCL COOPERATE/UNITE WHITE
we just sat and relaxed--aaahhh...,RELATIONSHIP-OFF MISUNDERSTAND MISUNDERSTAND EXHAUST MUST RELATIONSHIP-OFF THOUSAND MISUNDERSTAND WEATHER AND
"next week, john is going to new york.",NEW NEXT-WEEK NEXT-WEEK TO/UNTIL TOGETHER/GO-STEADY NEXT-WEEK NEXT NEW KING
"they really can do all of the options. one family can choose to use sign language, and if another family wants to use speech, that's fine.",CAN REALLY USE THAT AND CAN ALL OTHER ONE ONE ONE DO-DO FAMILY FAMILY ALL ALL USE DO-DO REALLY DO-DO ONE ALL CHOOSE REALLY MOTHER+FATHER REALLY OTHER CHOOSE DO-DO ALL OTHER
what does my sister want for her birthday?,THAT THAT WHAT WHAT HERE OTHER OVER/AFTER WANT
"i thought,""perfect!"" we pulled off and took the opportunity to eat at mcdonalds.  ",TOMORROW THEN TO/UNTIL EAT+NIGHT BOOK EAT EAT+NOON INTERRUPT TO/UNTIL THAT ICL WEATHER INCLUDE/INVOLVE MEAT LOOK EAT WEATHER MEAT
my sister doesn`t want a headband for her birthday.,WANT HEADBAND HEADBAND HEAR HER AAA FOR-FOR SISTER WANT ABOUT FOR-FOR
"""i think it was only a dream, or just my imagination about things.  i don't know--forget it,"" he said",VACATION ARRIVE ALSO HEARING HIT GET HEAR THING ICL ICL FOR MUST FOR AGAIN ARRIVE HEAR LITTLE-BIT AGAIN HERE ANY+ONE ANY+ONE GET THINK FIND/FIND-OUT UMBRELLA GO-OUT ALL-NIGHT ACTION
"if bob gives his sweetheart a rose, she will be happy.",AUSTRALIA AND SWEETHEART ABOUT DEPART SWEETHEART AAA ASIA AND ASIA ACCEPT ALL-NIGHT
sometimes deaf people share and exchange stories about what they have learned about noises. so they will be careful with subsequent situations.,SOME PEOPLE PEOPLE SOMETIMES HAVE DIFFERENT ABOUT HAVE THAT EXCHANGE PEOPLE SOMETIMES SOMETIMES ABOUT SO-SO SOMETIMES SO-SO BELONG ABOUT NOISE DEAF DEAF STILL
did bob give someone roses?,ARRIVE SOME+ONE BOB BOB SOME
"if he can't finish reading the book, then he will give it back to the teacher.",THEN FIND/FIND-OUT READ STILL FINISH CAN FIND/FIND-OUT THEN HIT CAN FINISH THEN GIVE CAN FINE FINE HEADACHE HEADACHE HERE
it is important to escape the big storm.,WANT PERMIT NOT-WANT NOT-WANT BIG TOOTH/GLASS IMPORTANT LITTLE-BIT
"...the quarterback, who has the running back behind him.  ",FISHING MORNING FISHING HEARING FIND BRING MORNING BRING FISHING HEARING ROWING KIND KIND
i tend to commute to and from work by bicycle.,AND INTERPRET AND HUSBAND BICYCLE AND TO/UNTIL COMMUNICATE COMMUTE COMMUTE
"when my computer breaks down and i don't know what to do, i'll ask someone for help.",FOR AND ASK WHAT KNOW SOME+ONE KNOW WHAT DOWN AND WHEN COMPUTER KNOW COMPUTER ASK AND TO/UNTIL KNOW ASK AND WHAT AND
john hasn't finished reading the book yet.,FIND LOOK REALLY HEARING FIND LIGHTNING REALLY+WORK LIGHTNING REALLY+WORK
"dana was watching me.  she was mischevious, dana was--same as me growing up.  ",MEAN SOME THING SOME BECOME SAME MISMATCH NAME SAME BECOME SAME SAME NAME MISMATCH NONE/NOTHING HEARING MEAT MEAT
who sent the letter?,TEACH+AGENT TEACH+AGENT SENTENCE PRESIDENT
should mother buy a car?,AUNT FATHER MOTHER AAA ACT
john lived in chicago.,JOIN INSTITUTE INTERPRET RAIN
"they exceed normal voice ranges, which gives rise to various interpretations.",INTERPRET NOISE VARIOUS PROCEED NOISE NOISE VARIOUS TOMORROW WHICH VARIOUS TO/UNTIL TOILET
"""you're going to hawaii for christmas break ?"" ""no, i'm going to hawaii for spring break.""",HEARING BREAK FOR STEAK BREAK FOR-FOR HEARING TOTAL_2 BRING BREAK-DOWN THING SPRING FOR-FOR SPRING NONE/NOTHING NONE/NOTHING FISHING THING BREAK FOR-FOR CHRISTMAS BREAK HEARING BREAK TOTAL
where is the video phone that you want?,WHERE PHONE WANT CHAT NONE/NOTHING+ONE THAT PHONE WANT
he pries open each corner.,OPEN HAPPEN HEAR+RUMBLE EACH CORNER
i must find a gift for my mom.,AND FIND ASIA FIND FIND ASK FOR ICL
"after not studying, there's always a pop quiz.",ASIA AUNT ALWAYS ANGELA AREA ASIA AAA AAA ANGELA AFTER NOT
"for example, a styrofoam cup, when it  is peeled, is extremely noisy and loud. it sounds like fingernails scratching a chalkboard. so there is a warning not to peel styrofoam cups.",ALSO AND ACCEPT ABOUT HERE WHERE HERE SOME FIND/FIND-OUT WHERE AND TOMORROW HEARING NONE/NOTHING HERE ANY+ONE AND ABOUT WHERE AND FINE ALSO SOME NOISE HEARING TOMORROW NONE/NOTHING CHAT NOT-YET SOON FINISH NOISE NOISE NONE/NOTHING SOME WHERE
"if my friend boldly asks for directions, i am willing to drive.",FOR-FOR AMONG_2 FORMERLY INTERNET FOR-FOR INTERPRET SCREAM FOR FORGET-IT NONE/NOTHING FORGET-IT TEND FOR-FOR
"it wasn't john whose car broke down, it was mary.",WAS CAR JOHN WAIT FRUIT WAS SIT CARE LITTLE-BIT WAIT WHO VISIT SUPPOSE
"the deaf person said, ""sure thing"" and drove away.",MOVE DEAF AND PERMIT PERSON AND THINK+HOPE PERSON UNDERSTAND MOVE DEAF PERSON
who is planning to surprise bob?,HEARING NOISE TO/UNTIL BRING SURPRISE THING
that makes it to seem like an opportunity to do more than one.,CAN THAT THAT WOMAN NICE/CLEAN THAT DO-DO THAT MAKE OPPORTUNITY SIT MAKE LIKE
"no, mary is not a vegetarian.",AND ANGELA NOT-MIND AUSTRALIA AAA ASK NOT-YET
"when the president leaves, i will talk with the reporter.",THEN TEACH+AGENT INCLUDE/INVOLVE WHEN PRESIDENT WHEN PRESIDENT WITH ICL LEARN IDENTIFY
mother looks sick? how?,FATHER TEACHER GROUP/TOGETHER WEATHER SICK
and how deaf people form their voice range.,AND VOICE HUSBAND FORGET-IT FORMERLY SHOW HOW-MANY EXAMPLE
"so basically, i almost never went home to except for vacations or long weekends, that`s when i would commute. but, most of the time i stayed in rochester...",MOST LONG ALMOST WHEN FOR-FOR BUT LONG WHEN LONG FOR FOR ICL NEVER FOR-FOR LONG FOR DIFFERENT WHERE ALMOST ALMOST THAT MOST NEVER NEVER WHEN FOR FOR FOR RAIN FOR NEVER ALMOST WHEN FOR-FOR FOR WHEN
i have an older sister.,IMPORTANT INTERCOURSE+fs-UP IDEA AND AND
"(the teacher) regularly watches him,  encouraging him to read.",LIGHTNING HEARING REGULAR THING REALLY+WORK WATCH-TV READ NONE/NOTHING THING TOMORROW REALLY HEARING
did mother go to the store?,TEACHER MOTHER+FATHER TEACHER STOP MOTHER TOGETHER/GO-STEADY_2
"wow, he/she left fast.",FAST_2 FASCINATED FASCINATED FAST_2 FAST_2 LOOK
father is currently mowing the lawn.,KING HEARING GROUP/TOGETHER NONE/NOTHING MOW LIGHTNING
why do you have to use the video phone? can't you text?,TOMORROW TOMORROW WHY CANNOT WHY GOOD/THANK-YOU WHY DOCTOR USE CANNOT HAVE TO/UNTIL GOOD/THANK-YOU USE REFUSE
mother gave john chocolate yesterday.,TEACHER WEATHER JOHN YESTERDAY BROTHER
i'm working.,WORK WORK WORD SCL
"if i don't have a book to read, i get bored.",IDEA GET AAA AREA ABOUT LOOK HAVE ANGELA ASIA TO/UNTIL AND LOOK AAA AREA
who is sick?,SICK WHOLE CRISIS
how many books will john buy?,SKILL SKILL SKILL HOW-MANY HOW SHOW
he married that woman and lived happily ever after.,UNDERSTAND WOMAN AND AND WOMAN EVERY-YEAR AND WOMAN HERE
my sister wants a headband for her birthday.,AUSTRALIA AUSTRALIA ARRIVE FOR-FOR AAA ASIA FOR-FOR ASIA
"they didn't care about money: back in the 50s and 60s, football...",CARE FOOTBALL ABOUT CARE FOOTBALL GO-OUT AND CARE DIRECT/EXPLAIN AGAIN BACK INTERCOURSE+fs-UP UNDERSTAND INCLUDE/INVOLVE ABOUT ABOUT INTERCOURSE+fs-UP AGAIN ABOUT CAR INSURANCE/INFECTION FIND/FIND-OUT
"then interpreter informed me that my ""inhale to avoid cough"" sounded like a sigh.",THAT THEN SOME TIME ACT ASIA THEN AAA THEN THEN ANGELA AREA AAA ANGELA AND TIME
my sister went water tubing.,OVER/AFTER WATER+DCL SISTER WATER ROCHESTER
"no, i don't have a car.",AUSTRALIA ICL ASIA INFORM ASIA AAA ACT ARRIVE HAVE
she didn't realize that her voice actually sent a message that was misunderstood.,AND MOTHER+FATHER VOICE AAA REALLY VOICE VOICE ASIA ABOUT VOICE ANGELA AUSTRALIA AAA VOICE ASIA
the teacher cleans the classroom everyday because he wants it clean for his students.,FOR-FOR TEACHER FOR FATHER CLEAN TEACH+AGENT EVERY+fs-DAY TEACH+AGENT FOR CLEAN MEAN EVERY+fs-DAY BECAUSE HERE
the friends have not played frisbee.,NOT PLAY WHY+NOT NOT+MUST NOT-KNOW HAVE
"...really, football players now make millions of dollars.  ",OFTEN PLAID SHIRT SMALL PLAID MAKE-IT NOTHING-AT-ALL PLACE PLACE PLACE MAKE-IT ALL
the screening shows that the baby is deaf.,KNOW-THAT THAN THAT CHAT NONE/NOTHING DEAF CHAT DEAF-APPLAUSE
but anyway i was sitting...,SIT MOVE-AWAY ICL INCLUDE/INVOLVE ANY+ONE ANYWAY/NOT-MATTER BUT
you're going to the mall today? can i join? my car has a flat.,NONE/NOTHING ANGELA ANGELA CAR AAA ASK THING ASIA AAA CAR SMALL SMALL CAN IDENTIFY AAA ANGELA CAR ABOUT
wolf chased after the pigs.  two pigs went into the brick house.,SISTER HOUSE ENTER THEN INTERRUPT INTERVENTION BRING CHASE SICK ENTER INTRODUCE HOUSE TEACH+AGENT
